id,Country,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11
131,"Ireland",91779,93532,96926,101887,107997,113322,121154,127657,135884,140727,147613,152539,155591,159144,163057,166548,169780,172726,174843,176839,179324,181922,184279,186184,187554,188923,189851,191182,192645,193892,195303,196547,197553,198424,199430,200744,201763,202548,203568,204397,204940,205939,206801,207720,208796,209582,210402,211113,211751,212647,213400,214378,215057,215743,216300,216840,217478,218251,218980,219592,220273,220630,221189,221649,222169,222699,223219,223651,223957,224588,225179,225820,226358,226741,227316,227663,228215,228796,229306,229831,230599,231119,231484,232164,232758,233327,233937,234541,235078,235444,235854,236600,237187,237695,238148,238466,238907,239325,239723,240192,240643,240945,241330,241684,242105,242402,242819,243238,243508,243911,244297,244695,245310,245743,246204,246633,247069,247489,247857,248326,248870,249437,249838,250290,250672,251087,251474,251904,252303,252809,253189,253567,254013,254450,254870,255331,255706,256085,256450,256976,257446,257979,258363,258810,259159,259512,259957,260389,260850,261306,261673,262043,262380,262787,263252,263769,264185,264498,264875,265114,265341,265739,266058,266489,266804,267006,267289,267576,267949,268251,268644,269037,269321,269495,269793,270097,270477,270920,271260,271589,271931,271908,272784,273296,273744,274306,274641,275038,275571,276104,276735,277316,277892,278464,279053,279790,280784,281954,283331,284510,285581,286691,287951,289139,290525,291870,292996,294272,295386,296687,298048,299549,300976,302074,303426,304310,305527,307019,308800,310628,312465,313876,315385,317204,318937,320915,322989,324747,326188,327684,329388,331206,333304,335429,337117,338707,340278,342329,344195,346070,348067,349773,351065,352447,354236,352529,353936,355639,356819,357955,359420,360957,362228,363847,365313,366659,367536,368712,367536,371301,372687,374143,375367,376517,377937,379366,380720,381883,383218,384677,385721,387218,388665,389932,390989,392575,393626,394519,395643,396625,397831,399833,401773,403157
132,"Israel",423262,428510,434799,441542,448173,456139,463448,471048,477357,485434,491319,501073,510063,520060,529814,535049,543499,551689,558249,565629,575842,582869,589028,593961,597403,601069,609656,621590,628895,633991,638789,643435,652246,659978,668874,675618,680856,685583,692101,696528,703719,709729,714812,718746,721846,724380,730293,734575,738629,741934,744513,744513,750043,754998,759572,763756,767726,770780,773335,775807,779958,785218,789485,793407,796465,799727,801575,805116,808262,811492,814250,816198,817799,818977,820913,822703,824178,825562,826609,827220,827772,828764,829689,830028,830845,831383,831383,831924,832125,832639,833105,833456,833707,834070,834247,834603,834920,835216,835486,835674,835813,835933,836158,836334,836590,836902,836936,836883,837047,837218,837357,837492,837807,837892,837974,838024,838107,838217,838323,838407,838481,838481,838554,838621,838697,838767,838828,838858,838886,838894,838957,839000,839030,839059,839079,839118,839119,839159,839167,839221,839263,839290,839308,839319,839367,839389,839408,839420,839433,839453,839458,839475,839511,839517,839532,839539,839566,839571,839585,839585,839585,839630,839653,839661,839666,839690,839701,839720,839747,839769,839830,839867,839990,840079,840225,840444,840638,840823,840888,841196,841486,841777,842067,842371,842648,842969,843465,843892,844378,844989,845379,845811,846134,846327,847602,848322,849274,850104,850968,851723,852943,854434,855552,856986,857977,859398,860652,862717,864912,867240,869063,871343,874018,875801,879650,882798,885766,890201,893105,897326,900482,906405,910569,918237,924762,929274,934896,939360,948058,956310,962193,970606,978212,985489,990524,999110,1011223,1017825,1028271,1034623,1045800,1051609,1061488,1066352,1082981,1096881,1104971,1112964,1117596,1117596,1117596,1139887,1145932,1154286,1165682,1172253,1184053,1194783,1202212,1208403,1211443,1220397,1228129,1235064,1242262,1247633,1254351,1256600,1262945,1266206,1270230,1274395,1277270,1282218,1285570,1287977,1290129,1293498,1296343,1298589,1300968,1302777,1304356,1305711
133,"Italy",2107166,2129376,2141201,2155446,2166244,2181619,2201945,2220361,2237890,2257866,2276491,2289021,2303263,2319036,2336279,2352423,2368733,2381277,2390102,2400598,2414166,2428221,2441854,2455185,2466813,2475372,2485956,2501147,2515507,2529070,2541783,2553032,2560957,2570608,2583790,2597446,2611659,2625098,2636738,2644707,2655319,2668266,2683403,2697296,2710819,2721879,2729223,2739591,2751657,2765412,2780882,2795796,2809246,2818863,2832162,2848564,2868435,2888923,2907825,2925265,2938371,2955434,2976274,2999119,3023129,3046762,3067486,3081368,3101093,3123368,3149017,3175807,3201838,3223142,3238394,3258770,3281810,3306711,3332418,3356331,3376376,3400877,3419616,3440862,3464543,3488619,3512453,3532057,3544957,3561012,3584899,3607083,3629000,3650247,3668264,3678944,3686707,3700393,3717602,3736526,3754077,3769814,3779594,3793033,3809193,3826156,3842079,3857443,3870131,3878994,3891063,3904899,3920945,3935703,3949517,3962674,3971114,3981512,3994894,4009208,4022653,4035617,4044762,4050708,4059821,4070400,4082198,4092747,4102921,4111210,4116287,4123230,4131078,4139160,4146722,4153374,4159122,4162576,4167025,4172525,4178261,4183476,4188190,4192183,4194672,4197892,4201827,4205970,4209707,4213055,4216003,4217821,4220304,4223200,4225163,4227719,4230153,4232428,4233698,4235592,4237790,4239868,4241760,4243482,4244872,4245779,4247032,4248432,4249755,4250902,4252095,4252976,4253460,4254294,4255434,4255700,4256451,4257289,4258069,4258456,4259133,4259909,4260788,4261582,4262511,4263317,4263797,4264704,4265714,4267105,4268491,4269885,4271276,4272163,4273693,4275846,4278319,4281214,4284332,4287458,4289528,4293083,4297337,4302393,4307535,4312673,4317415,4320530,4325046,4330739,4336906,4343519,4350028,4355348,4358533,4363374,4369964,4377188,4383787,4390684,4396417,4400617,4406241,4413162,4420429,4427827,4435008,4440669,4444338,4449606,4456765,4464005,4471225,4478691,4484613,4488779,4494857,4502396,4509611,4517434,4524292,4530246,4534499,4539991,4546487,4553241,4559970,4566126,4571440,4574787,4579502,4585423,4590941,4596558,4601749,4606413,4609205,4613214,4618040,4623155,4627699,4632275,4636111,4638516,4641890,4645853,4649906,4653696,4657215,4660314,4662087,4665049,4668261,4672355,4675758,4679067,4682034,4683646,4686109,4689341,4692274,4695291,4698038,4700316
134,"Jamaica",12827,12915,12931,13049,13203,13246,13330,13368,13411,13455,13548,13637,13760,13852,13915,13992,14096,14161,14274,14419,14487,14550,14658,14772,14879,15012,15153,15241,15435,15462,15527,15653,15778,15973,16073,16250,16513,16841,17085,17298,17701,17908,18237,18527,18830,19035,19305,19773,20016,20310,20581,20924,21382,21679,21826,22019,22267,22471,22817,23263,23599,23838,24103,24444,24776,25303,26026,26904,27465,28273,28968,29387,29912,30499,31305,31907,32728,33366,33970,34665,35338,35896,36231,36670,37128,37458,37747,38227,38514,38848,39237,39543,39967,40449,40663,41013,41328,41400,41604,41843,42119,42500,42763,42924,43054,43240,43473,43684,43890,44136,44254,44337,44502,44642,44867,45004,45145,45212,45292,45414,45578,45777,45867,46039,46087,46194,46338,46428,46588,46708,46782,46821,46922,47020,47150,47233,47319,47396,47479,47572,47672,47776,47899,47959,48054,48081,48101,48180,48288,48374,48467,48557,48594,48639,48733,48821,48901,48951,48983,49031,49090,49110,49179,49232,49277,49356,49379,49429,49503,49564,49607,49668,49712,49735,49795,49841,49909,49964,50005,50054,50080,50124,50166,50242,50242,50242,50389,50404,50456,50497,50568,50629,50720,50757,50793,50848,50913,50983,51052,51135,51220,51282,51408,51542,51686,51686,51984,52089,52141,52322,52504,52684,52895,53237,53237,53543,53639,53839,54165,54480,54859,55140,55456,55790,56165,56709,57289,57945,58458,59088,59377,59932,60488,61282,61282,62712,63464,63831,64294,64899,65734,66663,67402,68131,68482,69054,69789,70657,71344,71987,72824,73496,74007,74645,75297,75857,76451,76987,77497,77989,78590,79127,79673,80406,80780,80959,81394,81828,82349,82778,83030,83342,83486,83737,84069,84417,84701,84914,85163,85261,85475,85680,85905,86126
135,"Japan",235811,239068,242097,245293,248625,253571,259521,267084,274947,282737,288818,293746,298321,304140,310734,317871,324942,330715,335605,340989,346508,352129,357174,361928,365899,368684,372545,376482,380644,384180,387499,390166,391956,394269,396900,399492,401858,404128,405765,406992,408550,410434,412125,413441,414803,416154,417127,418435,419896,421421,422718,423952,424988,425725,426828,427732,428816,429873,431093,432090,432778,433700,434944,436093,437222,437634,439356,439977,441152,442411,443714,444977,446312,447287,448000,449142,450687,452147,453616,455212,456318,457104,458621,460595,462506,464483,466563,468346,469636,471777,474641,477239,479953,482704,485226,486792,489407,492860,496351,499831,503537,506237,508350,511799,517281,521796,526307,531109,535220,537494,542467,547836,553362,558376,563998,568621,571904,576870,580666,588580,593264,599253,605150,609625,613822,617890,622273,628319,635568,642146,647003,653363,660884,667251,673539,679870,685135,688873,694077,699931,705641,710895,715880,719925,722668,726586,731071,735234,738935,742539,745392,747188,749829,752865,755713,758290,760953,762980,764185,766068,768313,770357,772293,774240,775624,776565,777979,779696,781241,782877,784384,785702,786566,788009,789787,791452,793179,794805,796077,797084,798485,800305,802038,803812,805696,807180,808220,809909,812089,814319,816593,819051,821083,822594,824990,828201,831621,835029,838953,842018,844386,848222,853137,858503,862585,866325,871360,876059,883767,893442,904126,914718,927058,937348,945746,957791,971905,987206,1002693,1017728,1032080,1044992,1055566,1071348,1090301,1110701,1130841,1148743,1163665,1183525,1207512,1232585,1258477,1283857,1306221,1323164,1344774,1369091,1394041,1418064,1440812,1460222,1473847,1491514,1511522,1529832,1546477,1562476,1575383,1583665,1594299,1606710,1617099,1625909,1634758,1641963,1646128,1652383,1659192,1663818,1669982,1674684,1678092,1680328,1682089,1685325,1688929,1690987,1693690,1695824,1696971,1698693,1700687,1702255,1703706,1704958,1705919,1706525,1707511,1708634,1709603,1710426,1711207,1711756
136,"Jordan",294494,295765,296668,298208,299831,301303,302856,304071,305163,305959,307209,308670,309846,310968,312043,312851,313557,314514,315544,316427,317405,318181,318911,319519,320453,321298,322241,323111,324169,325033,325674,326855,328062,329194,330474,331768,332990,333855,335154,336839,338322,340177,341984,343563,344803,347250,349562,352219,355106,356744,357611,359811,363728,368278,372417,376441,380268,383912,386496,391090,397158,402282,407617,413350,417934,421415,427717,435130,442202,448851,457151,464856,469000,477053,486470,495380,504915,514107,521461,526666,535455,544724,553727,562857,571290,577734,582133,589316,597256,605007,611577,618059,622833,626875,632907,639444,645449,650681,655456,659250,662395,665735,669300,672090,676175,679138,681870,683466,685973,689482,692181,695390,697487,699164,700423,702154,704540,706355,708265,709817,711373,712077,712901,714173,715703,716923,717930,718632,719233,719233,720998,721853,721853,722754,722754,722754,724154,725258,726432,726432,726432,726432,726432,726432,731436,731436,731436,734039,734659,734659,734659,736534,737284,737888,738521,739015,739319,739847,740502,741101,741699,742178,742521,742831,743331,743877,744377,744844,745366,745667,745978,746480,747000,747504,748103,748685,749046,749319,749784,750389,750886,751404,751937,752395,752617,753192,753776,754281,754927,755480,755948,756354,756923,757690,758291,759025,759686,760161,760550,761225,761225,762420,762706,763106,763437,763922,764983,766114,767327,768382,769390,770150,770712,771753,771753,773657,774554,775251,775782,776178,777164,778093,779019,779530,780542,781552,782210,783448,784631,785697,786585,787367,788088,788088,789474,790450,791466,792278,793182,793182,794350,795161,796259,797126,798091,798984,799825,800240,801288,802349,803351,804326,804326,806012,806012,807384,807384,809443,810559,811463,812253,812681,813601,813601,815546,816574,817487,818358,818796,819783,820798,821840,822892,823919,824697,825245,826282,827504,828572,829888,830944,831832,832399,833471
137,"Kazakhstan",201196,202060,202880,203563,204293,205064,205933,206840,207683,208596,209369,210086,210976,211901,212812,213855,214927,215947,216964,218216,219527,221053,222701,224395,225891,227165,228692,230188,231716,233156,234569,235844,237029,238364,239726,240983,240983,243404,244428,245351,246474,247533,248566,249562,250399,251267,251959,252821,253751,254712,255584,256388,257100,257800,258609,259478,260384,261244,262093,262715,263396,264178,265028,265929,266803,267657,268327,268902,269599,270399,271363,272365,273469,274541,275502,276663,277906,279220,280576,281798,283027,284138,285241,286352,287473,289102,290792,292306,293761,295506,297472,299626,301818,303922,305860,307676,309756,312558,315102,317937,320881,323207,325234,327593,330319,333046,335868,338764,341599,344140,346971,349987,352988,355918,358834,361575,363871,366709,369704,372662,375539,378441,381078,383164,385491,388111,391052,393639,396130,398272,398295,401892,404348,407024,409659,412236,414325,414345,418201,420863,423130,425397,427873,429720,431288,433148,435104,436931,438619,438715,441774,442935,444377,445762,447275,448578,449858,450868,451641,452760,453975,455165,456346,457404,457474,459212,460340,461485,462795,462795,464010,466125,467069,468398,469975,471498,473228,473282,476740,478063,480162,482686,485352,488204,491277,491277,497008,499755,502581,502581,505630,512685,516624,520336,524878,524878,536089,541747,547386,547510,547510,563173,568915,575267,641388,582013,595577,602397,609646,617387,625165,633469,633469,649207,656734,664724,672895,681077,688976,697580,705327,712597,720842,729016,729016,745138,745138,760241,767163,774760,782518,790205,797676,804711,811052,816721,823189,829924,836736,843291,849557,854842,859203,863581,868921,874209,879358,884224,888188,891783,895764,900172,904471,908396,912241,915383,918208,921440,925024,928341,931458,934449,936954,939065,941793,944733,947482,950006,952385,954295,956025,958170,960578,962842,965080,967212,968975,970616,972679,974944,977027,979117,981129,982888
138,"Kenya",96458,96614,96678,96802,96908,97127,97398,97733,97954,98184,98271,98334,98432,98555,98693,98859,99082,99162,99227,99308,99444,99630,99769,99898,99983,100052,100193,100323,100422,100563,100675,100773,100856,101009,101159,101339,101534,101690,101819,101944,102048,102221,102353,102613,102792,102867,103014,103188,103332,103615,103841,103993,104201,104306,104500,104780,105057,105467,105648,105973,106125,106470,106801,107329,107729,108362,108827,109164,109643,110356,111185,111935,112805,113236,113967,115031,116310,117535,118889,120163,120910,122040,123167,124707,126170,128178,129330,130214,131116,132646,134058,135042,136893,138077,138988,139448,139842,141365,143063,144154,145184,145670,146156,147147,148128,149219,150260,151287,151653,151894,152523,153488,154392,155165,156318,156787,156981,157492,158326,158821,159318,160053,160422,160559,160904,161393,162098,162666,163238,163554,163620,163976,164386,164720,165112,165379,165465,165537,166006,166382,166876,167535,168108,168432,168543,168925,169356,169697,170041,170485,170647,170735,171084,171226,171658,171942,172325,172491,172639,173072,173661,174285,174773,175176,175337,175681,176137,176622,177282,178078,178792,179075,179293,179876,180498,181239,181885,182393,182597,182884,183603,184161,184537,185060,185591,185868,186053,186453,186959,187525,187977,188513,188754,188942,189703,190183,191020,191712,192435,192758,193189,193807,194310,195111,195898,196745,197409,197959,198935,199941,201009,201954,203213,203680,204271,205356,206691,208262,209823,211028,211828,212573,213756,215730,217276,218713,219938,220727,221406,222894,224400,225663,227077,228363,229009,229628,230794,232052,232869,233801,234589,234952,235298,235863,236881,237851,238852,239692,240172,240430,241134,241783,242284,242945,243456,243725,243929,244380,244826,245337,245781,246296,246530,246643,246956,247358,247675,248069,248392,248461,248515,248770,249174,249434,249725,250023,250114,250191,250380,250510,250728,250898,251057,251152
139,"Korea, South",61769,62593,63244,64264,64979,65818,66686,67358,67999,68664,69114,69651,70212,70728,71241,71820,72340,72729,73115,73518,73918,74262,74692,75084,75521,75875,76429,76926,77395,77850,78205,78508,78844,79311,79762,80131,80524,80896,81185,81487,81930,82434,82837,83199,83525,83869,84325,84946,85567,86128,86574,86992,87324,87681,88120,88516,88922,89321,89676,90031,90372,90816,91240,91638,92055,92471,92817,93263,93733,94198,94686,95176,95635,96017,96380,96849,97294,97757,98209,98665,99075,99421,99846,100276,100770,101275,101757,102141,102582,103088,103639,104194,104736,105279,105752,106230,106898,107598,108269,108945,109559,110146,110688,111419,112117,112789,113444,114115,114646,115195,115926,116661,117458,118243,118887,119387,119898,120673,121351,122007,122634,123240,123728,124269,124945,125519,126044,126745,127309,127772,128283,128918,129633,130380,131061,131671,132290,132818,133471,134117,134678,135344,135929,136467,136983,137682,138311,138898,139431,139910,140340,140799,141476,142157,142852,143596,144152,144637,145091,145692,146303,146859,147422,147874,148273,148647,149191,149731,150238,150720,151149,151506,151901,152545,153155,153789,154457,155071,155572,156167,156961,157723,158549,159342,160084,160795,161541,162753,164028,165344,166722,168046,169146,170296,171911,173511,175046,176500,177951,179203,180481,182265,184103,185733,187362,188848,190166,191531,193427,195099,196806,198345,199787,201002,202203,203926,205702,207406,209228,210956,212448,213987,216206,218192,220182,222111,223928,225481,226854,228657,230808,232859,234739,236366,237782,239287,241439,243317,245158,246951,248568,250051,251421,253445,255401,257110,258913,260404,261778,263374,265423,267470,269362,271227,272982,274415,275910,277989,279930,281938,284022,285931,287536,289263,290983,292699,295132,298402,301172,303553,305842,308725,311289,313773,316020,318105,319777,321352,323379,325804,327976,329925,331519,332816
140,"Kuwait",150584,150869,151074,151343,151715,152027,152438,152978,153473,153900,154314,154841,155335,155874,156434,156964,157399,157777,158244,158822,159264,159834,160367,160901,161285,161777,162282,162862,163450,164108,164622,165257,165843,166654,167410,168250,169190,170036,170998,171994,172996,173983,175031,176052,176903,177701,178524,179488,180505,181484,182460,183322,184090,184989,186004,187005,188024,189046,189890,190852,192031,193372,194781,196497,198110,199428,200572,201898,203055,204388,205893,207249,208460,209523,210855,212169,213673,215067,216586,217933,219125,220455,221743,223042,224432,225980,227178,228299,229550,230821,232103,233521,234754,235989,237192,238549,239952,241469,242848,244325,245704,247094,248729,250273,251675,253066,254472,255860,256987,258497,259868,261307,262766,264198,265404,266949,268235,269681,271145,272562,273991,275270,276586,277832,279085,280536,281772,282981,284076,285068,286046,287199,288184,289243,290006,290801,291629,292490,293574,294693,295861,297206,298223,299215,300455,301863,303039,304199,305583,306717,307812,309222,310501,311846,313289,314569,315900,317197,318676,320257,321648,323357,325014,326451,327963,329526,331013,332570,334216,335874,337371,339032,340967,342929,344799,346560,348262,349923,351481,353133,354851,356687,358511,360406,362018,363672,365649,367642,369227,370932,372549,374104,375594,377364,379076,380699,382084,383347,384573,385762,386869,387912,388881,389868,390794,391781,392617,393605,394538,395479,396332,397098,397831,398538,399343,400128,400979,401697,402293,402794,403349,403868,404463,404887,405442,405859,406234,406540,406883,407139,407376,407652,407878,408078,408245,408434,408600,408797,409009,409177,409363,409552,409736,409860,409961,410072,410167,410270,410342,410413,410496,410562,410631,410693,410734,410784,410842,410901,410960,411018,411081,411124,411180,411233,411278,411316,411358,411406,411447,411484,411533,411572,411605,411655,411690,411731,411803,411855,411904,411935,411981,412016,412048,412079
141,"Kyrgyzstan",81034,81156,81214,81388,81388,81512,81656,81826,81991,82138,82273,82380,82587,82587,82723,82986,83109,83178,83178,83430,83430,83585,83796,83796,83900,84068,84175,84303,84303,84377,84529,84588,84588,84646,84832,84920,84920,84992,85071,85113,85171,85253,85328,85398,85441,85475,85516,85564,85689,85689,85831,85831,85929,85929,86001,86025,86091,86142,86185,86251,86308,86356,86410,86410,86451,86506,86550,86583,86640,86640,86755,86818,86818,86850,86917,87045,87143,87143,87239,87389,87389,87462,87652,87758,87758,87858,87946,88092,88163,88276,88538,88538,88700,88842,89014,89153,89277,89438,89660,89811,90019,90227,90372,90599,90839,91144,91374,91639,91883,92095,92320,92626,93006,93278,93603,93831,94030,94277,94599,94944,95275,95752,96060,96337,96561,96958,97278,97663,98079,98400,98654,99033,99316,99645,99845,100249,100473,100732,100966,101219,101580,101878,102186,102511,102702,103000,103207,103583,103866,104222,104555,104729,105111,105469,105840,106223,106636,106973,107335,107714,108173,108667,109193,109812,110370,110829,111343,111990,112777,113430,114300,115030,115615,116546,117284,118106,118981,119873,120865,121946,123038,125003,126395,127880,129232,130633,132070,133303,134501,135739,137058,138353,139648,140978,142270,143668,144958,146292,147656,149029,150316,151607,152709,153878,155005,156152,157147,158120,159089,160085,161015,161973,162892,163846,164743,165540,166236,167076,167734,168415,169017,169500,169971,170353,170770,171238,171758,172090,172327,172668,172937,173186,173428,173676,173920,174148,174347,174576,174813,175009,175224,175437,175589,175734,175876,176018,176193,176347,176473,176582,176682,176779,176883,176983,177083,177158,177226,177308,177389,177484,177567,177653,177722,177780,177869,177941,178036,178123,178202,178258,178317,178375,178444,178532,178608,178680,178740,178783,178852,178932,179036,179120,179186,179281
142,"Latvia",40904,41615,41929,42497,43118,43942,45171,46545,47782,48952,49568,49899,50777,52032,52982,54066,55097,55664,55908,56720,57808,58710,59586,60496,61008,61231,61924,63027,63992,64923,65708,66241,66652,67427,68658,69400,70276,71320,71800,72088,72869,73859,74701,75509,76282,76706,76984,77697,78643,79351,80040,81109,81519,81793,82462,83445,84258,84983,85810,86186,86458,87103,88022,88668,89414,90009,90331,90525,90997,91636,92274,92906,93484,93781,93959,94602,95420,95902,96524,97149,97409,97586,98094,98870,99476,100114,100716,101040,101207,101733,102363,103001,103588,103867,104105,104224,104533,105176,105916,106574,107240,107608,107818,108355,109088,109731,110343,110997,111334,111536,112224,112983,113561,114244,114955,115316,115536,116132,117099,117795,118558,119370,119750,119953,120378,120736,121509,122545,123331,123963,124301,124960,125689,126378,127053,127597,127978,128125,128688,129297,129794,130271,130712,130945,131079,131514,131910,132258,132612,132918,133098,133199,133518,133866,134162,134421,134677,134812,134888,135144,135388,135584,135762,135940,136030,136104,136247,136403,136544,136652,136736,136810,136850,136975,137077,137110,137130,137169,137210,137240,137329,137429,137500,137540,137600,137631,137653,137699,137747,137797,137831,137863,137899,137917,137970,138004,138041,138087,138126,138159,138184,138238,138300,138344,138382,138425,138481,138504,138572,138650,138717,138799,138863,138899,138925,139037,139134,139204,139284,139347,139421,139462,139587,139707,139814,139941,140049,140122,140171,140325,140505,140651,140784,140944,141045,141118,141287,141536,141686,141867,142123,142319,142400,142637,143106,143446,143800,144160,144518,144632,144943,145402,145893,146381,146800,147193,147328,147788,148485,149081,149614,150156,150560,150749,151243,151917,152693,153403,154219,154786,155076,155880,157083,158291,159418,160608,161641,162120,163130,164801,166553,168248,169917,171276
143,"Lebanon",181503,183888,186408,189278,192139,195759,199925,204699,210139,215553,219296,222391,226948,231936,237132,243286,249158,252812,255956,260315,264647,269241,272461,276587,279597,282249,285754,289660,293157,296282,298913,301052,303072,305842,309162,312269,315340,317836,319917,321980,324866,328023,331159,334093,336999,339129,340868,343601,346080,348810,351065,353371,355073,356614,359337,362850,366319,369692,372792,375050,376938,380036,383499,386868,390070,393228,395604,397887,401826,405407,408909,411839,415362,418448,419953,423433,426977,430734,434322,436575,439568,441014,444865,448721,452281,455381,458338,461062,462339,465007,468400,471962,474925,477113,479501,480502,482798,485918,489428,491928,494633,496846,497854,499839,502299,504800,506808,508503,510403,511398,513006,515088,516600,518104,519615,520939,521581,522763,524241,525577,526578,527508,528208,528457,529205,530217,531234,531834,532269,532839,533141,533685,534388,534968,534968,535446,535753,535954,536554,537043,537437,537887,538218,538518,538668,538991,539271,539590,539888,540132,540277,540388,540630,540844,541009,541232,541423,541557,541628,541801,541940,541940,542375,542375,542375,542649,542819,542934,543099,543267,543371,543505,543551,543698,543865,544002,544165,544291,544454,544520,544705,544866,545016,545226,545363,545570,545671,545965,546366,546766,547170,547497,547811,547961,548455,548972,549427,550004,550492,550942,551157,551789,552328,552871,553615,554458,555302,555643,557145,558369,559473,560396,561380,562527,563124,564354,565896,567044,568505,570098,571650,572401,573959,576550,578367,579999,581497,583012,583718,584896,586585,588578,589597,590983,592156,592780,593929,595522,596854,597978,599298,600451,601226,602266,603288,604409,605521,606536,607400,608041,609189,610197,611097,611912,612713,613498,613982,614688,615532,616179,617036,617662,618278,618580,619232,619950,620552,621155,621735,622235,622440,622983,623609,624230,624743,625445,625974,626198,626926,627722,628241,628881,629561,630180
