id,Country,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11
215,"Zambia",20725,20997,21230,21582,21993,22645,23495,24297,25326,26567,27728,28596,29757,31100,32800,34278,36074,37605,38207,39515,40949,42213,43333,44592,45337,46146,47622,48911,50319,51624,53352,54217,55042,56233,57489,59003,60427,61427,62633,63573,64610,65573,66598,67681,68454,69437,70248,70823,71677,72467,73203,73894,74503,75027,75582,76484,77171,77639,78202,78534,79002,79557,80090,80687,81341,82011,82421,82655,82897,83333,83913,84240,84474,84797,84950,85240,85502,85889,86059,86273,86449,86535,86779,86993,87318,87583,87583,87872,88012,88199,88418,88549,88730,88800,88930,89009,89071,89386,89592,89783,89918,90029,90064,90218,90389,90532,90750,90844,90918,90942,91042,91119,91189,91251,91317,91358,91378,91418,91484,91533,91586,91670,91693,91722,91804,91849,91946,92004,92057,92092,92112,92152,92211,92262,92356,92409,92436,92460,92520,92630,92754,92920,93106,93201,93279,93428,93627,93947,94430,94751,95050,95263,95821,96563,97388,98376,99540,100278,100765,101996,103763,105909,107974,110332,111746,113134,115824,118850,122244,125157,126973,129033,130631,133659,137026,140620,143215,146031,148568,149661,152056,154948,157832,160613,162487,164282,165513,167132,169003,170456,172405,174789,175729,176742,178748,180549,182129,183344,184672,185649,186279,187602,188573,189731,190615,191527,192071,192316,192956,193432,194140,195096,195816,196293,196490,197123,197791,198455,199135,199662,200049,200201,200830,201342,201770,201867,202078,202261,202429,202787,203169,203553,203978,204337,204549,204651,204977,205107,205315,205704,205893,206051,206145,206327,206522,206705,206884,207028,207114,207167,207294,207442,207560,207696,207836,207938,207960,208049,208161,208267,208353,208422,208469,208502,208599,208676,208715,208778,208829,208857,208867,208912,209002,209046,209114,209142,209163,209172,209199,209248,209283,209315,209336,209347
216,"Zimbabwe",13867,14084,14491,15265,15829,17194,17804,18675,19660,20499,21477,22297,23239,24256,25368,26109,26881,27203,27892,28675,29408,30047,30523,31007,31320,31646,32004,32304,32646,32952,33273,33388,33548,33814,33964,34171,34331,34487,34552,34658,34781,34864,34864,35045,35104,35172,35222,35315,35423,35543,35710,35768,35796,35862,35910,35960,35994,36044,36058,36089,36115,36148,36179,36223,36248,36260,36271,36289,36321,36341,36377,36423,36471,36484,36504,36535,36552,36611,36652,36662,36665,36684,36717,36749,36778,36805,36818,36822,36839,36839,36882,36896,36903,36911,36923,36934,36966,36984,37052,37147,37273,37288,37307,37330,37369,37422,37534,37699,37751,37859,37875,37980,38018,38045,38064,38086,38102,38164,38191,38235,38257,38260,38281,38293,38327,38357,38398,38403,38414,38419,38433,38448,38466,38491,38535,38554,38560,38572,38595,38612,38635,38664,38679,38682,38696,38706,38819,38854,38918,38933,38944,38961,38998,39031,39092,39144,39168,39189,39238,39321,39432,39496,39688,39852,39959,40077,40318,40556,40927,41335,41628,41779,42195,42714,43480,44306,45217,46018,46442,47284,48533,49864,51221,52663,53665,54474,56014,57963,60227,62383,65066,66853,67765,70426,73271,76381,78872,81168,82613,83619,85732,88415,91120,93421,95686,97277,97894,99944,101711,103567,105656,107490,108860,109546,110855,112435,113526,114489,115445,115890,116327,116853,117258,117954,118754,119508,119853,120088,120088,121046,121498,121902,121902,122487,122652,123001,123320,123711,123986,124236,124367,124437,124581,124773,124960,125118,125331,125425,125550,125671,125796,125931,126056,126163,126220,126269,126399,126817,127083,127368,127632,127739,127938,128186,128186,128804,129134,129134,129505,129625,129919,130272,130485,130820,131028,131094,131129,131129,131205,131434,131523,131705,131762,131796
217,"Dominica",88,88,88,88,88,88,105,105,106,106,106,109,109,109,109,109,110,110,110,110,113,113,113,113,113,113,113,113,117,117,117,117,117,121,121,121,121,121,121,121,121,121,121,121,121,121,134,134,134,134,134,134,134,134,141,141,142,142,142,142,142,144,144,144,144,144,144,144,151,151,151,156,156,156,156,156,156,156,156,156,156,156,156,160,160,161,161,161,161,161,161,164,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,172,172,173,173,173,173,173,173,174,174,174,174,174,174,174,174,174,175,175,175,175,175,178,178,178,178,178,184,184,184,184,184,184,184,184,184,184,188,188,188,188,188,188,188,188,188,188,188,188,188,188,189,189,189,189,189,189,191,191,191,191,191,191,191,192,192,192,193,193,193,193,193,194,194,194,194,194,197,197,197,197,197,199,199,199,199,199,206,206,206,206,206,209,209,209,209,209,209,210,210,210,210,218,218,218,218,218,218,218,367,388,412,412,412,412,576,943,953,953,953,953,953,953,1339,1339,1339,1339,1339,1339,1638,1638,1638,1638,1638,1832,1832,1832,1832,1998,1998,2175,2175,2280,2280,2280,2280,2634,2698,2758,2758,2758,2758,2908,2908,3134,3197,3197,3197,3293,3293,3293,3293,3481,3555,3602,3673,3699,3786,3844,3893,3948,3948,4006
218,"Grenada",127,127,127,127,127,127,127,127,127,127,127,132,132,132,132,139,139,139,139,139,139,139,139,147,147,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,154,154,154,154,154,154,154,154,154,154,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,157,157,157,159,159,159,159,159,159,159,160,160,160,160,160,160,160,160,160,160,160,160,160,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,178,178,180,180,180,180,180,180,188,188,188,196,196,212,222,222,230,266,295,317,317,357,357,461,539,817,817,1098,1238,1238,1613,1748,1748,1947,2345,2345,2386,2646,2740,3262,3490,3490,3841,4077,4356,4356,4638,4766,4766,4922,5005,5039,5039,5195,5236,5294,5351,5434,5484,5531,5554,5554,5619,5619
219,"Mozambique",18642,18794,18968,19309,19463,19542,19667,19961,20482,21361,21939,22334,22996,23726,24269,25004,25862,26551,27446,28270,29396,30225,30848,31628,32418,32781,34055,34926,35833,37108,37705,38654,39460,40260,41433,42488,43184,44112,44600,44912,45785,46736,47790,48588,49135,50265,50691,51800,52629,53527,54204,54968,55643,56160,56595,56920,57597,58218,58772,59350,59607,59914,60395,61170,61529,62131,62520,62703,62882,63174,63645,64004,64296,64516,64516,64929,65197,65452,65799,66064,66212,66306,66496,66649,66762,66879,67011,67197,67197,67292,67579,67729,67923,68005,68119,68227,68292,68431,68466,68506,68578,68758,68792,68871,68927,69002,69067,69134,69203,69228,69309,69437,69523,69597,69643,69665,69715,69762,69804,69864,69917,69965,69984,70000,70031,70052,70108,70138,70166,70212,70283,70267,70287,70315,70361,70410,70442,70463,70485,70509,70527,70551,70568,70590,70606,70636,70651,70673,70697,70724,70780,70795,70850,70923,70965,71019,71082,71114,71145,71165,71239,71279,71355,71461,71538,71568,71651,71764,71929,72123,72367,72507,72577,72775,73211,73652,74186,74704,75138,75422,75828,76404,77205,78074,79213,80151,80888,82346,83116,84922,86249,87935,88868,90555,91886,93429,94733,96127,98152,99412,100785,102009,103713,105866,107309,108760,110288,111723,113426,115886,117660,119950,122028,123541,124962,126391,127425,129036,130526,131799,132452,133177,134343,135528,136566,137413,138344,138749,139038,140071,140765,141383,142013,142523,142784,143127,143655,144032,144468,145199,145724,145863,146053,146316,146754,147066,147431,147785,147923,148054,148444,148552,148727,148901,149088,149207,149259,149480,149671,149804,149906,149981,150018,150067,150201,150280,150370,150439,150494,150530,150540,150572,150662,150723,150759,150790,150804,150807,150826,150874,150899,150935,150963,150985
220,"Syria",11434,11526,11616,11710,11799,11890,11988,12084,12179,12274,12364,12462,12558,12660,12760,12850,12942,13036,13132,13224,13313,13398,13479,13557,13628,13697,13762,13823,13885,13944,13998,14048,14096,14142,14202,14267,14338,14408,14477,14551,14611,14668,14724,14765,14820,14863,14906,14951,15001,15045,15094,15143,15179,15230,15282,15343,15405,15467,15533,15588,15642,15696,15753,15815,15870,15925,15981,16042,16117,16187,16257,16328,16401,16478,16556,16656,16776,16925,17077,17240,17411,17583,17743,17896,18046,18201,18356,18498,18638,18775,18909,19039,19164,19284,19404,19526,19641,19761,19883,20008,20118,20226,20331,20435,20555,20713,20856,21004,21142,21279,21433,21584,21725,21864,21999,22135,22265,22389,22513,22631,22733,22818,22898,22977,23051,23121,23191,23256,23319,23379,23439,23490,23543,23595,23645,23693,23738,23788,23830,23884,23939,23996,24052,24117,24187,24252,24315,24365,24410,24440,24467,24495,24529,24559,24591,24619,24639,24659,24680,24700,24723,24743,24767,24789,24814,24860,24904,24946,24991,25035,25076,25118,25158,25205,25248,25287,25328,25365,25404,25442,25479,25515,25551,25586,25619,25653,25686,25712,25735,25753,25766,25766,25785,25795,25801,25806,25814,25821,25827,25834,25840,25845,25849,25853,25858,25865,25877,25892,25911,25930,25942,25954,25963,25983,26005,26026,26044,26059,26071,26081,26097,26116,26136,26165,26205,26247,26292,26342,26409,26479,26554,26634,26719,26799,26901,27003,27115,27221,27325,27436,27539,27654,27779,27915,28045,28174,28303,28423,28543,28678,28814,28952,29086,29221,29358,29498,29648,29805,29974,30153,30337,30519,30709,30913,31148,31426,31741,32138,32580,32973,33323,33640,33933,34205,34460,34696,34920,35266,35609,35898,36160,36453,36713,36953
221,"Timor-Leste",44,44,44,46,49,49,49,49,49,49,49,49,49,51,51,51,52,52,52,52,53,53,53,64,67,67,67,68,68,69,70,70,70,75,77,80,80,80,80,80,86,86,100,100,101,102,102,102,102,103,103,103,103,103,107,109,110,110,111,113,113,113,113,113,119,119,122,129,142,145,159,170,178,196,203,208,216,229,252,271,326,335,351,372,394,452,480,491,512,563,604,643,677,714,714,766,779,779,787,877,947,947,1046,1074,1103,1138,1193,1236,1306,1368,1452,1509,1657,1657,1739,1897,1949,2048,2124,2190,2276,2276,2444,2524,2653,2786,2870,2965,3111,3227,3353,3493,3626,3879,4118,4279,4458,4589,4765,4949,5121,5287,5481,5637,5816,5816,6245,6459,6622,6752,6897,6994,7161,7310,7422,7511,7659,7740,7764,7764,7941,8113,8145,8228,8285,8341,8412,8478,8504,8602,8678,8707,8728,8781,8843,8889,8912,8979,9035,9055,9118,9222,9278,9361,9425,9476,9512,9558,9594,9657,9710,9766,9823,9862,9906,9960,9997,10049,10100,10128,10142,10174,10205,10227,10281,10337,10348,10354,10387,10535,10695,10744,10898,10966,10982,11100,11145,11225,11386,11475,11529,11579,11717,11870,11870,12059,12272,12565,12682,12929,13155,13433,13700,13981,14216,14403,14935,15296,15603,15960,16236,16402,16515,16682,16941,17183,17379,17468,17618,17698,17888,18046,18211,18308,18382,18515,18597,18715,18786,18856,18943,18994,19033,19058,19125,19206,19264,19308,19350,19382,19398,19445,19455,19498,19535,19563,19582,19592,19609,19613,19633,19651,19661,19673
222,"Belize",10776,10776,10807,10901,10938,11018,11108,11152,11202,11266,11303,11332,11366,11419,11456,11529,11529,11580,11592,11615,11642,11676,11700,11722,11750,11770,11788,11816,11845,11877,11908,11908,11945,11957,11978,12008,12013,12037,12037,12070,12079,12107,12114,12134,12145,12145,12175,12188,12195,12207,12227,12244,12244,12255,12264,12271,12280,12293,12293,12293,12313,12320,12328,12329,12335,12335,12335,12335,12345,12355,12359,12370,12370,12370,12383,12389,12396,12399,12400,12400,12400,12407,12410,12410,12411,12415,12415,12415,12415,12415,12456,12456,12456,12456,12456,12456,12477,12485,12485,12485,12485,12485,12503,12513,12522,12529,12538,12538,12538,12558,12568,12585,12596,12599,12599,12599,12624,12631,12639,12646,12668,12668,12668,12674,12675,12680,12682,12686,12686,12686,12700,12704,12707,12709,12714,12714,12714,12742,12745,12753,12761,12764,12764,12764,12764,12777,12784,12789,12791,12791,12791,12809,12819,12833,12840,12861,12861,12861,12899,12909,12916,12924,12938,12938,12938,12971,12989,12994,12994,13004,13004,13004,13039,13059,13083,13104,13137,13137,13137,13189,13227,13251,13300,13343,13343,13343,13391,13409,13444,13476,13518,13518,13518,13561,13587,13613,13644,13683,13683,13683,13772,13816,13865,13893,13917,13917,13917,13983,13983,14069,14114,14163,14163,14163,14163,14284,14331,14382,14438,14438,14438,14499,14578,14672,14738,14847,14847,14847,15010,15108,15182,15334,15415,15415,15415,15556,15683,15793,15893,16012,16012,16012,16220,16353,16493,16612,16750,16750,16750,16950,17119,17251,17405,17405,17405,17405,17767,17967,18143,18334,18532,18532,18532,18902,18902,19185,19429,19600,19600,19600,19945,20295,20568,20801,21003,21003,21003,21422,21685,21893,22187,22187,22187,22187
223,"Laos",41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,47,47,47,47,47,47,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,51,52,52,53,53,54,58,58,58,60,88,94,159,247,323,436,511,604,672,757,821,933,966,1026,1072,1177,1205,1233,1302,1327,1362,1417,1482,1498,1570,1591,1638,1687,1737,1751,1763,1782,1801,1822,1878,1883,1895,1905,1908,1911,1912,1929,1934,1943,1952,1957,1963,1968,1970,1971,1975,1979,1990,1996,2010,2025,2033,2034,2047,2050,2053,2054,2067,2076,2080,2094,2100,2110,2110,2110,2121,2144,2176,2213,2244,2300,2356,2400,2469,2537,2630,2719,2825,2901,2976,3092,3187,3295,3426,3540,3710,3863,4119,4342,4620,4762,4985,5154,5434,5675,5919,6299,6566,6765,7015,7305,7511,7778,7778,8392,8561,8876,9161,9363,9668,9894,10092,10441,10648,11029,11313,11753,12164,12469,12621,12957,13909,14104,14351,14466,14641,14816,15015,15289,15459,15605,15761,15933,16058,16365,16576,16742,16936,17140,17357,17555,17682,17905,18059,18347,18814,19185,19399,19730,19952,20646,21080,21527,21819,22441,22941,23488,23846,24310,24916,25217,25524,25987,26462,26876,27607,27607,28540
224,"Libya",100277,100744,100744,101414,101975,102456,102880,103515,104002,104002,104745,105378,106030,106670,107434,108017,108017,109088,109869,110465,111124,111746,112540,112540,113688,114429,115299,116064,116779,117650,117650,118631,119402,120434,121243,122013,122894,122894,124026,124882,125561,126028,126361,126881,126881,127354,127705,128036,128348,128740,129325,129325,129797,130212,130701,131262,131833,132458,132458,133338,134127,134967,135585,136587,137482,137482,138640,139658,140688,141598,142671,143643,143643,144993,146080,147121,148175,149207,150341,150341,151605,152510,153411,154320,155232,156116,156116,156849,157545,158251,158957,159980,161088,161088,162294,163442,164318,165287,166156,166888,166888,167825,168676,169504,170045,170558,171131,171131,171880,172464,173089,173683,174216,174752,174752,175286,175753,176254,176701,177072,177508,177508,177871,178335,178672,178927,179193,179697,179697,179970,180226,180692,180945,181179,181179,181179,181410,181714,182012,182350,182649,182899,182899,183311,183592,183932,184151,184472,184815,184815,185181,185776,186072,186323,186567,186953,186953,187281,187685,187928,188157,188386,188762,188762,189059,189284,189555,189888,190146,190426,190426,190748,191038,191253,191476,191660,192129,192129,192470,192786,193238,193474,193905,194323,194323,195042,195824,196894,198142,199526,201236,201236,204090,206769,209409,212013,214568,217434,217434,221495,224920,226701,226701,227433,229604,229604,233449,236961,240309,243470,246200,249114,249114,253436,256328,258467,260951,262948,264827,264827,267846,269847,271981,274453,276739,279099,279099,281930,284618,286894,289219,291168,293532,293532,295254,296879,298773,300455,302177,303790,303790,305793,307471,308972,310637,312116,313504,313504,315418,316797,318069,319568,321370,322487,322487,323930,325221,326370,327803,328856,329824,329824,330945,332026,333064,334049,335055,335991,335991,336980,337890,338576,339269,340084,341091,341091,341839,342558,343240,343932,344847,345451,345451,346176
225,"West Bank and Gaza",138004,139223,140287,141219,142228,143169,144257,145252,146074,146701,147400,148171,148968,149769,150505,151142,151569,152031,152555,153093,153590,154063,154557,155006,155414,155884,156393,156996,157593,158168,158559,158962,159443,159956,160426,161087,161559,162029,162601,163213,163975,164736,165535,166200,166800,167604,168444,169487,170527,171154,171717,172315,173635,174969,176377,177768,179293,180848,181909,183612,185336,187309,189326,191203,193029,194548,196812,198554,200382,202378,203669,205652,207436,209304,211602,213791,215984,218061,219912,221391,223638,225976,228044,230076,232038,233549,234748,236462,238248,240065,242353,244645,246893,248482,251288,253922,256461,259133,262017,264395,265897,268132,270856,272767,274690,276407,278135,279753,280741,282270,284280,286028,287680,289120,290259,290972,292052,293466,294550,295601,296462,296462,297638,298203,298921,299736,300387,300946,301437,301751,302249,302777,303270,303270,303270,303658,303827,304074,304074,304532,304532,304968,305201,305201,305777,306334,306795,306795,307569,307838,308048,308350,308732,309036,309333,309644,309853,310026,310026,310544,310544,311018,311018,311018,311534,311690,311948,312164,312334,312499,312605,312673,312811,313015,313015,313015,313520,313520,313721,313851,313851,314167,314288,314409,314492,314569,314569,314780,314869,314869,315047,315107,315160,315224,315224,315409,315504,315504,315641,315641,315761,315761,315876,315876,315968,315968,316088,316088,316189,316328,316487,316603,316738,316861,317083,317264,317404,317534,317703,317703,317999,317999,318181,318435,319223,319646,320034,320034,321031,321031,322620,323582,324542,325404,326310,327634,329204,330821,332609,334472,335709,337405,339816,342282,344957,347730,350224,351809,353732,356474,359236,361881,364364,366675,368160,369761,372108,374768,377134,379635,381854,382584,384390,386493,388470,390369,392452,394683,395677,396746,398946,400649,402255,403716,405056,405780,406652,408211,409489,439845,440936,441882,441882,441882
226,"Guinea-Bissau",2452,2452,2452,2455,2455,2455,2455,2455,2455,2455,2478,2478,2478,2478,2478,2478,2478,2509,2509,2510,2510,2510,2510,2510,2532,2532,2532,2532,2532,2532,2532,2634,2634,2634,2662,2662,2752,2772,2780,2780,2810,2826,2848,2869,2885,2924,2924,2950,2999,3025,3064,3091,3115,3115,3156,3171,3215,3241,3247,3262,3262,3271,3282,3301,3303,3312,3312,3312,3319,3327,3380,3398,3436,3447,3447,3469,3488,3518,3536,3558,3568,3568,3586,3591,3607,3615,3630,3634,3634,3647,3650,3661,3661,3661,3662,3662,3662,3663,3664,3675,3678,3680,3680,3693,3694,3706,3710,3710,3712,3712,3713,3713,3721,3722,3724,3726,3726,3731,3731,3733,3734,3736,3736,3736,3737,3738,3738,3739,3739,3741,3741,3741,3741,3743,3745,3746,3746,3746,3746,3746,3746,3749,3749,3751,3751,3753,3753,3756,3760,3761,3766,3766,3770,3783,3784,3787,3787,3787,3787,3790,3794,3800,3802,3802,3803,3803,3803,3810,3819,3824,3825,3825,3825,3834,3839,3844,3845,3846,3846,3846,3853,3859,3869,3880,3881,3881,3881,3901,3906,3921,3934,3940,3947,3947,3961,3969,3998,4034,4044,4052,4052,4087,4108,4117,4148,4208,4212,4212,4281,4334,4387,4451,4479,4498,4498,4588,4629,4679,4702,4764,4788,4788,4864,4901,4986,5052,5099,5123,5123,5123,5206,5366,5416,5496,5518,5518,5590,5634,5676,5702,5745,5766,5766,5799,5829,5854,5869,5890,5902,5902,5934,5943,5958,5968,6021,6022,6022,6031,6042,6053,6069,6078,6080,6080,6087,6093,6094,6099,6099,6099,6099,6103,6103,6107,6110,6110,6112,6112,6112,6112,6115,6115,6117,6117
227,"Mali",7090,7203,7226,7253,7260,7349,7395,7427,7512,7565,7600,7664,7687,7738,7759,7800,7823,7839,7855,7880,7897,7911,7937,7965,7983,7995,8006,8037,8056,8063,8069,8091,8100,8111,8119,8130,8145,8160,8176,8181,8192,8203,8218,8222,8226,8229,8235,8241,8256,8256,8260,8292,8299,8306,8324,8332,8349,8358,8365,8376,8390,8420,8446,8470,8509,8560,8580,8613,8613,8710,8782,8813,8862,8913,8933,9018,9066,9118,9191,9270,9330,9380,9474,9577,9647,9719,9773,9871,9921,9998,10042,10199,10285,10432,10580,10620,10758,10841,11254,11393,11705,11844,12002,12179,12467,12706,12835,12980,13070,13145,13246,13336,13420,13504,13560,13627,13658,13722,13780,13815,13858,13896,13915,13937,13969,13998,14029,14059,14082,14108,14115,14133,14149,14149,14163,14176,14190,14194,14207,14221,14226,14236,14240,14241,14244,14252,14256,14259,14262,14265,14265,14267,14271,14281,14281,14287,14296,14298,14302,14324,14328,14329,14336,14349,14350,14352,14356,14359,14364,14375,14380,14381,14385,14385,14391,14396,14404,14414,14417,14419,14422,14426,14428,14435,14438,14449,14451,14454,14454,14455,14457,14461,14463,14476,14486,14492,14496,14502,14509,14513,14513,14522,14524,14527,14532,14540,14542,14546,14551,14563,14566,14574,14584,14587,14589,14595,14605,14615,14633,14637,14642,14647,14652,14662,14669,14685,14692,14695,14697,14701,14714,14735,14740,14749,14757,14763,14778,14795,14803,14814,14846,14857,14873,14889,14895,14909,14919,14930,14939,14942,14949,14961,14968,14977,14981,14983,14984,14991,15002,15020,15029,15060,15068,15074,15082,15103,15123,15130,15153,15163,15165,15183,15194,15219,15255,15278,15287,15303,15337,15368,15394,15415,15450,15471
