"SUMLEV","REGION","DIVISION","STATE","NAME","SEX","AGE","POPEST2010_CIV","POPEST2011_CIV","POPEST2012_CIV","POPEST2013_CIV","POPEST2014_CIV","POPEST2015_CIV","POPEST2016_CIV","POPEST2017_CIV","POPEST2018_CIV","POPEST2019_CIV","POPEST2020_CIV","POPEST2021_CIV","POPEST2022_CIV"
40,3,5,13,"Georgia",0,63,107258,103099,102309,103568,104013,105720,109450,113299,117996,119304,123760,124127,125288
40,3,5,13,"Georgia",0,64,79560,106362,102168,101138,102631,103133,104813,108543,112263,116847,117632,122105,122601
40,3,5,13,"Georgia",0,65,78387,78651,105192,100896,100001,101442,101836,103541,107072,110796,113774,115575,120281
40,3,5,13,"Georgia",0,66,75986,77364,77684,103934,99757,98796,100316,100643,102306,105833,109175,112079,114048
40,3,5,13,"Georgia",0,67,77138,74951,76448,76783,102735,98623,97600,98997,99345,101188,104176,107329,110409
40,3,5,13,"Georgia",0,68,66660,76007,73961,75359,75594,101176,97157,96030,97518,97932,100024,102081,105507
40,3,5,13,"Georgia",0,69,61076,65508,74973,72801,74164,74396,99560,95570,94540,96016,95659,98023,100179
40,3,5,13,"Georgia",0,70,57815,59893,64388,73744,71468,72889,73034,97730,93909,92854,91820,93556,96084
40,3,5,13,"Georgia",0,71,53632,56792,58973,63331,72466,70273,71698,71707,95981,92232,89887,89725,91596
40,3,5,13,"Georgia",0,72,50512,52500,55653,57759,61942,70804,68693,70242,70219,93936,88149,87442,87515
40,3,5,13,"Georgia",0,73,46441,49292,51401,54470,56569,60540,69285,67238,68782,68762,92041,85850,85318
40,3,5,13,"Georgia",0,74,44549,45104,48145,50092,53172,55152,58923,67503,65565,67156,65163,89213,83320
40,3,5,13,"Georgia",0,75,42704,43270,43798,46790,48735,51570,53641,57219,65581,63810,62287,62967,86409
40,3,5,13,"Georgia",0,76,37930,41232,41861,42462,45352,47148,49920,51947,55467,63623,59746,60067,60768
40,3,5,13,"Georgia",0,77,36518,36520,39843,40357,41103,43697,45603,48342,50229,53734,59512,57427,57822
40,3,5,13,"Georgia",0,78,34464,35121,35193,38298,38760,39498,41988,43941,46674,48462,50208,56878,54946
40,3,5,13,"Georgia",0,79,32187,32963,33675,33647,36744,37088,37787,40196,42263,44870,44893,47748,54221
40,3,5,13,"Georgia",0,80,30676,30571,31462,32052,32108,35089,35408,36045,38481,40432,40808,42336,45154
40,3,5,13,"Georgia",0,81,27769,28941,28905,29719,30235,30363,33271,33558,34076,36667,37078,38346,39891
40,3,5,13,"Georgia",0,82,26073,26000,27286,27151,27932,28497,28583,31382,31587,32240,33684,34478,35833
40,3,5,13,"Georgia",0,83,23859,24348,24348,25456,25489,26178,26730,26873,29435,29794,29489,31083,32031
40,3,5,13,"Georgia",0,84,21518,22114,22635,22576,23751,23694,24326,24811,25008,27507,27117,27000,28583
40,3,5,13,"Georgia",0,85,115124,118646,123081,126487,130362,134762,139060,143029,147053,151351,151598,152741,155112
40,3,5,13,"Georgia",0,999,9653798,9735448,9838651,9912074,10005555,10119225,10248132,10355784,10456534,10565165,10667486,10725220,10855454
40,3,5,13,"Georgia",1,0,67662,67296,66660,65127,65884,66640,66692,65308,65195,63832,62538,61713,63936
40,3,5,13,"Georgia",1,1,68050,67907,67690,66715,65598,66589,67247,67113,65919,65810,63371,63196,62936
40,3,5,13,"Georgia",1,2,71079,68290,68056,68014,67022,66154,67268,67710,67740,66722,65231,64156,64115
40,3,5,13,"Georgia",1,3,71512,71169,68432,68310,68320,67599,66855,67772,68257,68288,66411,65922,65086
40,3,5,13,"Georgia",1,4,71293,71823,71542,68846,68667,68887,68255,67309,68360,68895,67825,66893,66898
40,3,5,13,"Georgia",1,5,70777,71661,72076,71882,69288,69090,69502,68812,67911,69002,68709,68383,67979
40,3,5,13,"Georgia",1,6,70449,70943,71881,72254,72410,69731,69648,70041,69321,68496,68780,69210,69476
40,3,5,13,"Georgia",1,7,69988,70611,71052,72048,72715,72808,70379,70102,70340,69886,68506,69304,70184
40,3,5,13,"Georgia",1,8,70184,70204,70696,71343,72398,73119,73431,70818,70576,70930,69549,69143,70237
40,3,5,13,"Georgia",1,9,72140,70366,70303,70990,71780,73010,73669,73852,71380,71100,70877,69964,70053
40,3,5,13,"Georgia",1,10,73516,72219,70550,70607,71471,72067,73467,74291,74454,71882,72626,71555,70853
40,3,5,13,"Georgia",1,11,71050,73766,72530,70914,71101,72101,72697,73885,74872,74863,75042,73177,72359
40,3,5,13,"Georgia",1,12,70176,71202,73767,72784,71342,71464,72720,73032,74428,75195,78539,75629,73886
40,3,5,13,"Georgia",1,13,69678,70374,71380,73997,73123,71882,72123,73278,73547,75014,78713,79095,76484
40,3,5,13,"Georgia",1,14,69049,69902,70528,71527,74410,73536,72454,72614,73535,73983,77336,79147,79980
40,3,5,13,"Georgia",1,15,70427,69206,69973,70792,71680,74898,74068,72734,72889,73991,76215,77653,79955
40,3,5,13,"Georgia",1,16,71536,70461,69363,70072,70866,71907,75403,74233,72878,73167,76499,76516,78306
40,3,5,13,"Georgia",1,17,72517,71565,70788,69483,70455,71200,72582,75494,74657,73171,75366,76359,76916
40,3,5,13,"Georgia",1,18,71801,71494,70895,69581,68440,68989,69625,70324,71089,70430,74558,72068,73689
40,3,5,13,"Georgia",1,19,71803,71741,72176,70095,69567,68258,68811,69370,69944,73336,77751,71827,71605
40,3,5,13,"Georgia",1,20,71022,71313,72601,71000,69854,69077,68098,68731,69948,71326,77074,77276,74251
40,3,5,13,"Georgia",1,21,67387,70434,72188,72028,70862,69754,69264,68090,68843,70171,73119,76714,79107
40,3,5,13,"Georgia",1,22,65412,67140,71303,71826,72206,71373,70495,69668,68254,69086,71065,72853,78246
40,3,5,13,"Georgia",1,23,64014,64961,67882,70996,71836,72791,72403,70813,69994,69054,69026,71037,74677
40,3,5,13,"Georgia",1,24,64624,64073,66238,68222,71829,73098,74073,73476,71758,71195,68551,69596,72681
40,3,5,13,"Georgia",1,25,65328,64466,64906,66396,68680,72706,74364,74766,74140,72574,69642,68821,71237
40,3,5,13,"Georgia",1,26,62758,65195,65205,65061,66925,69713,74050,75243,75415,74925,71079,70048,70324
40,3,5,13,"Georgia",1,27,64352,62539,65915,65217,65352,67524,70507,74477,75799,75934,72571,71355,71312
40,3,5,13,"Georgia",1,28,65244,64531,63274,66110,65745,66374,68718,71432,75277,76718,73879,72821,72678
40,3,5,13,"Georgia",1,29,65344,65001,64755,63009,66062,65916,67023,69195,71954,75795,74338,74019,74011
40,3,5,13,"Georgia",1,30,67943,64951,65255,64554,63270,66616,66799,67623,69362,72483,74069,74361,74978
40,3,5,13,"Georgia",1,31,63891,67700,65266,65019,64633,63695,67221,67311,67792,70002,71876,74355,75370
40,3,5,13,"Georgia",1,32,62873,63837,67911,65343,65185,65011,64360,67759,67785,68411,70185,72111,75647
40,3,5,13,"Georgia",1,33,62494,62603,63805,67579,65222,65561,65699,65017,68250,68037,69139,70335,73318
40,3,5,13,"Georgia",1,34,61472,62462,62893,63733,67774,65854,66510,66380,65865,69092,69189,69416,71499
40,3,5,13,"Georgia",1,35,64142,61177,62588,62781,63761,68212,66302,66878,66696,66188,69468,69554,70574
40,3,5,13,"Georgia",1,36,62909,64117,61387,62721,62654,64132,68794,66718,67280,67233,67960,69728,70837
40,3,5,13,"Georgia",1,37,64898,62853,63960,61221,62503,62991,64432,68986,66783,67411,69110,67965,70437
40,3,5,13,"Georgia",1,38,68403,64773,62723,63866,61224,62628,63363,64756,69329,67200,69543,69310,68713
40,3,5,13,"Georgia",1,39,72196,68346,64618,62617,63715,61441,63105,63691,65178,69820,69288,69686,70205
40,3,5,13,"Georgia",1,40,72546,71991,68246,64592,62421,63792,61693,63394,63737,65211,69881,69350,70316
40,3,5,13,"Georgia",1,41,67907,72562,72056,68343,64567,62632,64172,61942,63730,63863,67247,69856,70107
40,3,5,13,"Georgia",1,42,66362,68015,72978,72193,68221,64946,63167,64632,62251,64065,66196,67646,70938
40,3,5,13,"Georgia",1,43,66283,66237,67810,72600,71934,68288,65124,63291,64680,62315,65922,66218,68115
40,3,5,13,"Georgia",1,44,67787,66272,66173,67693,72695,72167,68605,65479,63469,64815,64040,65831,66570
40,3,5,13,"Georgia",1,45,70979,67570,66245,66013,67461,72610,72143,68568,65513,63395,65305,63780,66074
40,3,5,13,"Georgia",1,46,71396,70812,67477,65961,65726,67460,72776,72015,68574,65397,65051,65389,64171
40,3,5,13,"Georgia",1,47,70266,71221,70632,67142,65852,65659,67414,72779,72051,68783,67078,64926,65729
40,3,5,13,"Georgia",1,48,69499,70113,71075,70399,66933,65788,65885,67488,72986,72254,71041,66985,65092
40,3,5,13,"Georgia",1,49,69379,69398,70017,70919,70360,67118,66038,66062,67707,73132,75348,71075,67309
40,3,5,13,"Georgia",1,50,69088,68665,68638,69269,70172,69853,66739,65530,65570,67289,73231,74770,70816
40,3,5,13,"Georgia",1,51,66044,68811,68442,68230,68905,70156,69799,66834,65536,65493,69295,73033,74849
40,3,5,13,"Georgia",1,52,64780,65844,68643,68052,67859,68652,70084,69772,66740,65544,67555,69002,73009
40,3,5,13,"Georgia",1,53,64069,64307,65356,67898,67444,67457,68381,69773,69368,66278,67273,67017,68938
40,3,5,13,"Georgia",1,54,61310,63820,63799,64835,67475,67103,67237,68076,69567,69085,68025,66822,66890
40,3,5,13,"Georgia",1,55,60024,60742,63101,63135,64103,66710,66660,66711,67563,69052,69376,67372,66402
40,3,5,13,"Georgia",1,56,57120,59533,60216,62611,62712,63780,66416,66356,66310,67246,69894,68918,67082
40,3,5,13,"Georgia",1,57,54463,56613,58970,59542,61925,62191,63377,65989,65853,65758,68428,69031,68301
40,3,5,13,"Georgia",1,58,51967,54045,56078,58457,58991,61393,61729,62876,65666,65342,67582,67678,68460
40,3,5,13,"Georgia",1,59,50283,51307,53516,55287,57633,58444,60825,61042,62153,64859,66247,66638,66926
40,3,5,13,"Georgia",1,60,50086,49746,50677,52769,54652,56995,57764,60145,60308,61488,64061,65081,65746
40,3,5,13,"Georgia",1,61,49107,49686,49298,50146,52240,54040,56509,57124,59556,59806,61899,63114,64239
40,3,5,13,"Georgia",1,62,49138,48417,48987,48512,49387,51518,53252,55795,56283,58745,60294,60695,62107
40,3,5,13,"Georgia",1,63,50862,48683,47997,48370,47994,48907,50915,52619,55151,55782,58976,59297,59844
40,3,5,13,"Georgia",1,64,37399,50293,48216,47275,47706,47386,48227,50251,51943,54390,55605,57957,58294
40,3,5,13,"Georgia",1,65,36848,36816,49525,47366,46481,46947,46531,47360,49354,51077,53408,54322,56736
40,3,5,13,"Georgia",1,66,35558,36208,36198,48660,46586,45658,46213,45838,46616,48447,50837,52341,53387
40,3,5,13,"Georgia",1,67,36122,34975,35682,35623,47912,45803,44903,45456,45033,45959,48166,49795,51356
40,3,5,13,"Georgia",1,68,30959,35435,34345,34981,34908,46977,44921,44005,44484,44183,45837,46834,48647
40,3,5,13,"Georgia",1,69,28248,30280,34777,33607,34266,34202,45988,43922,43127,43570,43419,44580,45645
40,3,5,13,"Georgia",1,70,26483,27538,29629,34043,32774,33486,33385,44876,42948,42121,41694,42158,43374
40,3,5,13,"Georgia",1,71,24388,25942,27029,29026,33368,32123,32786,32632,43885,41971,40888,40484,41018
40,3,5,13,"Georgia",1,72,22768,23742,25296,26346,28255,32415,31198,31979,31790,42733,40166,39452,39207
40,3,5,13,"Georgia",1,73,20859,22067,23055,24526,25645,27389,31496,30311,31137,30908,42217,38815,38135
40,3,5,13,"Georgia",1,74,19567,20081,21411,22302,23835,24786,26408,30466,29327,30144,29254,40566,37319
40,3,5,13,"Georgia",1,75,18373,18864,19403,20691,21561,22983,23975,25444,29450,28384,27838,28015,38936
40,3,5,13,"Georgia",1,76,16229,17592,18165,18665,19910,20750,22086,23084,24452,28377,26611,26616,26776
40,3,5,13,"Georgia",1,77,15479,15450,16872,17343,17940,19004,19884,21212,22127,23506,26405,25336,25326
40,3,5,13,"Georgia",1,78,14368,14785,14754,16052,16476,17075,18097,18978,20263,21119,21889,24924,24001
40,3,5,13,"Georgia",1,79,13250,13622,14036,14045,15308,15683,16247,17163,18142,19341,19427,20575,23534
40,3,5,13,"Georgia",1,80,12246,12388,12762,13158,13203,14377,14755,15329,16184,17134,17328,18028,19155
40,3,5,13,"Georgia",1,81,10772,11384,11563,11934,12288,12335,13446,13890,14366,15268,15536,16105,16794
40,3,5,13,"Georgia",1,82,9859,9982,10593,10755,11050,11418,11479,12564,12974,13490,13861,14184,14828
40,3,5,13,"Georgia",1,83,8700,9068,9225,9739,9900,10248,10603,10598,11594,12063,12011,12486,12913
40,3,5,13,"Georgia",1,84,7494,7882,8247,8345,8941,8992,9337,9662,9658,10663,10671,10691,11173
40,3,5,13,"Georgia",1,85,33822,35432,37553,39403,41350,43659,45738,47925,50176,51922,50040,51056,52584
40,3,5,13,"Georgia",1,999,4691929,4728908,4779774,4811533,4853154,4905751,4966883,5016339,5062346,5112415,5196966,5217115,5282203
40,3,5,13,"Georgia",2,0,64934,64546,64577,63048,62936,64343,64101,63038,62250,61377,59777,58927,61018
40,3,5,13,"Georgia",2,1,65343,65278,64678,65009,63290,63538,65124,64732,63612,62771,60711,60263,59967
40,3,5,13,"Georgia",2,2,67979,65553,65412,64917,65239,63806,64316,65688,65388,64379,62343,61349,61314
40,3,5,13,"Georgia",2,3,68681,68396,65808,65748,65371,65757,64417,64910,66266,65793,63815,62866,62345
40,3,5,13,"Georgia",2,4,68242,68922,68585,65945,66110,65914,66333,65214,65514,66889,65745,64330,63930
40,3,5,13,"Georgia",2,5,67880,68597,69027,68762,66421,66452,66373,66848,65730,66223,66683,66302,65371
40,3,5,13,"Georgia",2,6,68060,68164,68678,69350,69074,66840,67320,67173,67353,66237,66151,67325,67259
40,3,5,13,"Georgia",2,7,67614,68214,68452,69142,69842,69898,67519,67769,67696,68048,66346,66673,68211
40,3,5,13,"Georgia",2,8,67910,67832,68636,68628,69607,70475,70447,68025,68330,68192,67311,67012,67636
40,3,5,13,"Georgia",2,9,69419,68082,68081,68984,69011,70078,71074,70989,68381,68786,67960,67905,67783
40,3,5,13,"Georgia",2,10,70041,69550,68445,68384,69312,69577,70780,71659,71494,68973,69625,68552,68829
40,3,5,13,"Georgia",2,11,67895,70307,69684,68805,68791,69911,70173,71323,72098,71996,71660,70163,69505
40,3,5,13,"Georgia",2,12,67232,67923,70479,69994,69079,69324,70488,70694,71886,72638,75089,72092,71151
40,3,5,13,"Georgia",2,13,66723,67377,68064,70759,70545,69622,69964,70912,71143,72368,75341,75777,73001
40,3,5,13,"Georgia",2,14,66213,66837,67667,68395,71015,71031,70197,70431,71397,71688,74330,75913,76523
40,3,5,13,"Georgia",2,15,67019,66197,66980,67933,68861,71460,71763,70640,70768,71896,73398,74783,76565
40,3,5,13,"Georgia",2,16,68294,67109,66585,67452,68480,69257,72115,72280,70997,71211,73611,73797,75310
40,3,5,13,"Georgia",2,17,69003,68577,67561,67020,67860,69115,69841,72775,72679,71492,72816,73980,74427
40,3,5,13,"Georgia",2,18,70236,68992,68782,67475,66972,67508,68657,69156,71683,72030,73995,70611,71676
40,3,5,13,"Georgia",2,19,71599,70842,70321,69289,68352,67681,68146,69097,70066,73070,78006,72401,69838
40,3,5,13,"Georgia",2,20,70763,70977,70829,68532,68110,67321,66800,67471,68648,69718,75565,76972,73132
40,3,5,13,"Georgia",2,21,68044,71539,72375,70971,69229,69002,68576,67741,68617,69947,72331,76316,78789
40,3,5,13,"Georgia",2,22,65913,68633,72681,72611,71620,70060,70148,69522,68537,69586,70742,72975,78245
40,3,5,13,"Georgia",2,23,65190,66935,70051,72925,73825,73060,71815,71381,70707,70085,69999,72336,74931
40,3,5,13,"Georgia",2,24,65440,65732,67734,70337,73762,74717,74247,72858,72265,71536,69472,70693,73515
40,3,5,13,"Georgia",2,25,66765,65795,66449,68103,71391,75078,76220,75142,73916,73234,70826,70408,72128
40,3,5,13,"Georgia",2,26,65544,67381,66740,67238,68883,72388,76247,77257,76141,75150,72588,71700,71731
40,3,5,13,"Georgia",2,27,67551,65961,67911,67023,67676,69717,73344,76985,77949,76773,73938,73388,72849
40,3,5,13,"Georgia",2,28,68476,67912,66639,68435,67677,68708,70924,74294,77796,78772,75690,74875,74532
40,3,5,13,"Georgia",2,29,69039,68569,68438,66848,68996,68556,69778,71723,74989,78835,77005,76610,76333
40,3,5,13,"Georgia",2,30,70860,69276,69052,68753,67370,69740,69304,70643,72506,75973,77559,77881,78058
40,3,5,13,"Georgia",2,31,67836,71124,69679,69482,69378,68002,70728,70147,71228,73264,75402,78418,79260
40,3,5,13,"Georgia",2,32,66927,68084,71463,69780,70021,70055,68884,71557,70802,71930,73456,76171,79786
40,3,5,13,"Georgia",2,33,66796,67156,68445,71673,70218,70686,71114,69669,72389,71600,72301,74150,77291
40,3,5,13,"Georgia",2,34,64866,66944,67289,68592,72150,70981,71561,71841,70507,73345,72326,73073,75301
40,3,5,13,"Georgia",2,35,68018,65142,67059,67514,68962,72780,71721,72110,72280,70925,72779,72746,74156
40,3,5,13,"Georgia",2,36,67200,68201,65292,67337,67993,69556,73612,72356,72780,72892,71688,73357,73819
40,3,5,13,"Georgia",2,37,69697,67305,68388,65535,67543,68402,70027,74160,72823,73243,73280,72127,74444
40,3,5,13,"Georgia",2,38,72731,69773,67480,68665,65788,67955,69067,70452,74672,73311,73720,73802,73066
40,3,5,13,"Georgia",2,39,76557,72663,69830,67662,68812,66103,68554,69369,70777,75188,73444,74084,74560
40,3,5,13,"Georgia",2,40,75528,76527,72785,70087,67702,69107,66582,68858,69619,71071,74112,73929,74976
40,3,5,13,"Georgia",2,41,71138,75454,76428,72739,70145,68142,69748,66923,69229,70038,71814,74504,74658
40,3,5,13,"Georgia",2,42,69289,71061,75427,76580,72911,70578,68547,70101,67163,69540,70387,72076,75117
40,3,5,13,"Georgia",2,43,69165,69173,71109,75390,76541,73243,70909,68906,70391,67387,69967,70548,72750
40,3,5,13,"Georgia",2,44,70570,68944,69077,70909,75448,76667,73462,71126,68978,70548,67682,70168,71063
40,3,5,13,"Georgia",2,45,74313,70590,69102,69098,70942,75699,77031,73701,71201,69229,69501,67861,70556
40,3,5,13,"Georgia",2,46,74865,74213,70441,68907,69007,70983,76058,77101,73849,71262,68886,69546,68140
40,3,5,13,"Georgia",2,47,73884,74552,74002,70313,68986,69016,71151,76019,77147,73852,70612,68809,69850
40,3,5,13,"Georgia",2,48,73327,73780,74433,73886,70318,69072,69202,71225,76233,77301,73769,70669,68948
40,3,5,13,"Georgia",2,49,72937,73077,73730,74185,73753,70369,68980,69063,71103,76302,77123,73715,70928
40,3,5,13,"Georgia",2,50,72549,72758,72854,73252,74084,73629,70307,68903,68955,71027,74665,77107,73804
40,3,5,13,"Georgia",2,51,70071,72351,72679,72603,73218,74155,73691,70475,69087,69059,70727,74608,77229
40,3,5,13,"Georgia",2,52,68676,69891,72011,72422,72343,73057,74089,73666,70458,69042,68817,70623,74546
40,3,5,13,"Georgia",2,53,68350,68428,69550,71746,72201,72194,73008,73903,73533,70401,68961,68663,70635
40,3,5,13,"Georgia",2,54,65913,68106,68193,69202,71610,72004,72107,72966,73789,73453,70066,68717,68474
40,3,5,13,"Georgia",2,55,65030,65699,67849,67941,68967,71345,71784,71915,72754,73591,72325,69828,68719
40,3,5,13,"Georgia",2,56,62701,64778,65409,67636,67608,68809,71152,71707,71672,72513,72700,71990,69463
40,3,5,13,"Georgia",2,57,60384,62596,64450,65117,67400,67353,68541,70960,71565,71477,71980,72441,71838
40,3,5,13,"Georgia",2,58,58270,60108,62247,64098,64912,67234,67159,68268,70624,71239,71412,71615,72117
40,3,5,13,"Georgia",2,59,57390,57963,59748,61762,63760,64750,67045,66824,67964,70298,70334,70855,71273
40,3,5,13,"Georgia",2,60,56128,57019,57681,59366,61411,63582,64466,66794,66579,67635,68200,69627,70288
40,3,5,13,"Georgia",2,61,54926,55820,56798,57306,59134,61271,63379,64154,66242,66274,66596,67572,69162
40,3,5,13,"Georgia",2,62,54752,54515,55499,56326,57002,58836,60968,63034,63824,66053,65464,65972,67198
40,3,5,13,"Georgia",2,63,56396,54416,54312,55198,56019,56813,58535,60680,62845,63522,64784,64830,65444
40,3,5,13,"Georgia",2,64,42161,56069,53952,53863,54925,55747,56586,58292,60320,62457,62027,64148,64307
40,3,5,13,"Georgia",2,65,41539,41835,55667,53530,53520,54495,55305,56181,57718,59719,60366,61253,63545
40,3,5,13,"Georgia",2,66,40428,41156,41486,55274,53171,53138,54103,54805,55690,57386,58338,59738,60661
40,3,5,13,"Georgia",2,67,41016,39976,40766,41160,54823,52820,52697,53541,54312,55229,56010,57534,59053
40,3,5,13,"Georgia",2,68,35701,40572,39616,40378,40686,54199,52236,52025,53034,53749,54187,55247,56860
40,3,5,13,"Georgia",2,69,32828,35228,40196,39194,39898,40194,53572,51648,51413,52446,52240,53443,54534
40,3,5,13,"Georgia",2,70,31332,32355,34759,39701,38694,39403,39649,52854,50961,50733,50126,51398,52710
40,3,5,13,"Georgia",2,71,29244,30850,31944,34305,39098,38150,38912,39075,52096,50261,48999,49241,50578
40,3,5,13,"Georgia",2,72,27744,28758,30357,31413,33687,38389,37495,38263,38429,51203,47983,47990,48308
40,3,5,13,"Georgia",2,73,25582,27225,28346,29944,30924,33151,37789,36927,37645,37854,49824,47035,47183
40,3,5,13,"Georgia",2,74,24982,25023,26734,27790,29337,30366,32515,37037,36238,37012,35909,48647,46001
40,3,5,13,"Georgia",2,75,24331,24406,24395,26099,27174,28587,29666,31775,36131,35426,34449,34952,47473
40,3,5,13,"Georgia",2,76,21701,23640,23696,23797,25442,26398,27834,28863,31015,35246,33135,33451,33992
40,3,5,13,"Georgia",2,77,21039,21070,22971,23014,23163,24693,25719,27130,28102,30228,33107,32091,32496
40,3,5,13,"Georgia",2,78,20096,20336,20439,22246,22284,22423,23891,24963,26411,27343,28319,31954,30945
40,3,5,13,"Georgia",2,79,18937,19341,19639,19602,21436,21405,21540,23033,24121,25529,25466,27173,30687
40,3,5,13,"Georgia",2,80,18430,18183,18700,18894,18905,20712,20653,20716,22297,23298,23480,24308,25999
40,3,5,13,"Georgia",2,81,16997,17557,17342,17785,17947,18028,19825,19668,19710,21399,21542,22241,23097
40,3,5,13,"Georgia",2,82,16214,16018,16693,16396,16882,17079,17104,18818,18613,18750,19823,20294,21005
40,3,5,13,"Georgia",2,83,15159,15280,15123,15717,15589,15930,16127,16275,17841,17731,17478,18597,19118
40,3,5,13,"Georgia",2,84,14024,14232,14388,14231,14810,14702,14989,15149,15350,16844,16446,16309,17410
40,3,5,13,"Georgia",2,85,81302,83214,85528,87084,89012,91103,93322,95104,96877,99429,101558,101685,102528
40,3,5,13,"Georgia",2,999,4961869,5006540,5058877,5100541,5152401,5213474,5281249,5339445,5394188,5452750,5470520,5508105,5573251
40,4,9,15,"Hawaii",0,0,18026,19137,18863,18952,18793,18128,18280,17629,17161,16539,16264,15480,15804
40,4,9,15,"Hawaii",0,1,17662,18091,19166,18963,18895,18708,18253,18089,17574,17011,16665,15961,15287
40,4,9,15,"Hawaii",0,2,17779,17637,18083,19176,18801,18993,18506,18011,18028,17234,17094,16367,15743
40,4,9,15,"Hawaii",0,3,17391,17810,17575,17888,19028,18816,18915,18344,17797,17856,17449,16778,16255
40,4,9,15,"Hawaii",0,4,16917,17487,17849,17499,17651,19013,18680,18683,18175,17580,17789,17213,16511
40,4,9,15,"Hawaii",0,5,16892,16979,17514,17772,17283,17485,18717,18340,18385,17921,17831,17476,16980
40,4,9,15,"Hawaii",0,6,16942,16874,16988,17432,17538,17068,17200,18391,18088,18069,17916,17552,17313
40,4,9,15,"Hawaii",0,7,16739,16983,16989,16905,17207,17394,16732,17016,18072,17745,18124,17697,17295
40,4,9,15,"Hawaii",0,8,16120,16838,16983,17041,16789,17037,17160,16461,16719,17828,17840,17774,17450
40,4,9,15,"Hawaii",0,9,16565,16176,16888,16997,16789,16665,16765,16862,16259,16455,17647,17570,17544
40,4,9,15,"Hawaii",0,10,16509,16543,16126,16793,16847,16673,16401,16559,16713,15906,17052,17407,17364
40,4,9,15,"Hawaii",0,11,16226,16601,16586,16074,16577,16723,16355,16172,16224,16365,16760,16812,17107
40,4,9,15,"Hawaii",0,12,16115,16250,16538,16590,15960,16510,16575,16057,15918,15896,17165,16505,16521
40,4,9,15,"Hawaii",0,13,16156,16179,16299,16432,16321,15738,16242,16356,15773,15578,16678,16831,16196
40,4,9,15,"Hawaii",0,14,16511,16145,16222,16229,16131,16101,15549,16010,16058,15507,16175,16407,16587
40,4,9,15,"Hawaii",0,15,16792,16441,16058,16133,15982,15997,15828,15300,15688,15720,16081,15923,16095
40,4,9,15,"Hawaii",0,16,17249,16615,16253,15926,15816,15765,15774,15538,15109,15385,16192,15799,15695
40,4,9,15,"Hawaii",0,17,17287,17178,16520,16096,15710,15609,15663,15542,15307,14823,15918,15982,15575
40,4,9,15,"Hawaii",0,18,16695,16282,16106,15485,15064,14900,14834,14873,14844,14669,14674,14942,14904
40,4,9,15,"Hawaii",0,19,16409,15813,15292,15145,14250,14111,13949,13598,13568,13566,14279,13897,13784
40,4,9,15,"Hawaii",0,20,17116,17581,16694,16106,15752,15207,14836,14285,14092,14118,15199,15544,14438
40,4,9,15,"Hawaii",0,21,16683,17779,18077,17343,16516,16394,15786,15083,14616,14531,15138,15659,15956
40,4,9,15,"Hawaii",0,22,16909,17298,18142,18693,17694,17155,16747,15775,15326,14903,15345,15511,15767
40,4,9,15,"Hawaii",0,23,17298,17320,17586,18672,19039,17927,17517,16743,16109,15374,15571,15476,15659
40,4,9,15,"Hawaii",0,24,17340,17830,17730,18016,18999,19434,18374,17455,16869,15951,15989,15567,15585
40,4,9,15,"Hawaii",0,25,17525,17678,18019,18061,18205,19064,19864,18374,17586,16984,16518,15732,15723
40,4,9,15,"Hawaii",0,26,17386,17851,17890,18253,18101,18419,19180,19739,18447,17475,17182,16327,15731
40,4,9,15,"Hawaii",0,27,17767,17747,18098,18130,18490,18253,18389,19204,19502,18124,17656,16890,16237
40,4,9,15,"Hawaii",0,28,17664,17992,18040,18299,18253,18662,18423,18374,19227,19099,18255,17355,16809
40,4,9,15,"Hawaii",0,29,17284,17956,18092,18236,18315,18229,18752,18276,18207,18994,19039,18117,17236
40,4,9,15,"Hawaii",0,30,18009,17754,18406,18456,18536,18517,18503,18663,18304,18236,19130,19067,18118
40,4,9,15,"Hawaii",0,31,16611,18075,17838,18418,18458,18618,18519,18377,18427,17933,18608,18858,18804
40,4,9,15,"Hawaii",0,32,16289,16896,18361,18022,18429,18684,18722,18499,18191,18232,18595,18490,18735
40,4,9,15,"Hawaii",0,33,16178,16465,17012,18398,18030,18474,18856,18577,18405,18040,18800,18473,18398
40,4,9,15,"Hawaii",0,34,15450,16198,16553,17081,18512,18139,18365,18559,18303,18159,18739,18578,18254
40,4,9,15,"Hawaii",0,35,15976,15794,16489,16696,17188,18649,18161,18426,18508,18036,18759,18687,18642
40,4,9,15,"Hawaii",0,36,15637,16085,15996,16438,16633,17304,18708,18215,18294,18254,18690,18542,18506
40,4,9,15,"Hawaii",0,37,15712,15816,16206,16031,16519,16726,17324,18631,18269,18189,19096,18593,18422
40,4,9,15,"Hawaii",0,38,16450,15924,15892,16192,16020,16500,16692,17182,18498,18084,19032,18921,18482
40,4,9,15,"Hawaii",0,39,17456,16663,16100,15958,16361,16124,16672,16673,17335,18437,18722,18987,18848
40,4,9,15,"Hawaii",0,40,18740,17464,16720,16151,16050,16479,16298,16654,16762,17310,18784,18576,18918
40,4,9,15,"Hawaii",0,41,17187,18459,17301,16519,15909,15923,16340,16104,16445,16532,17865,18521,18327
40,4,9,15,"Hawaii",0,42,16564,17191,18518,17276,16515,15805,15907,16259,15962,16267,17248,17706,18409
