,Country,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
139,Sri Lanka,343.8,351.1,359.6,368.7,378.8,391.1,399.1,404.6,409.3,413.9,420.3,427.7,436.5,447.7,455.9,461.7,466.4,470.9,476.8,484.0
140,Sudan,145.7,150.1,153.7,158.1,163.0,169.0,175.8,181.7,186.3,189.8,192.6,195.1,197.6,200.4,203.8,207.7,211.7,215.4,218.6,221.3
141,Suriname,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
142,Sweden,16355.0,16612.0,16861.0,17111.5,17327.5,17544.0,17671.5,17795.5,17917.5,18042.5,18157.0,18264.0,18371.5,18479.5,18534.5,18594.0,18655.5,18716.0,18774.5,18831.0
143,Switzerland,28394.5,28505.5,28608.5,28705.5,28792.5,28868.5,28934.5,28998.0,29048.5,29092.0,29131.0,29167.0,29201.0,29233.0,29263.0,29290.5,29315.0,29337.5,29357.0,29373.5
144,Tanzania,277.6,279.5,281.3,283.0,284.7,286.8,289.4,292.0,296.2,302.8,313.4,328.7,351.6,380.7,412.7,453.4,500.8,548.4,595.0,637.7
145,Thailand,2831.7,2837.1,2841.9,2846.5,2850.9,2855.2,2859.2,2862.8,2866.0,2867.9,2869.3,2870.5,2871.5,2872.4,2873.2,2874.0,2874.8,2875.5,2876.2,2876.8
146,Togo,88.1,88.7,89.2,89.9,90.5,91.0,91.5,92.0,92.5,92.9,93.3,93.7,94.1,94.5,94.8,95.1,95.4,95.7,96.0,96.3
147,Trinidad and Tobago,115.3,115.6,115.9,116.3,116.8,117.3,117.9,118.6,119.4,120.4,121.5,122.8,124.3,126.1,128.2,130.7,133.7,137.2,141.3,146.2
148,Tunisia,907.6,911.5,914.6,917.7,920.2,922.5,924.3,925.8,927.0,928.0,928.9,929.6,930.3,930.9,931.4,931.9,932.4,932.8,933.1,933.4
149,Turkey,100036.5,101200.0,102060.0,102795.0,103355.0,103830.0,104200.0,104515.0,104765.0,104980.0,105150.0,105300.0,105420.0,105520.0,105605.0,105675.0,105735.0,105785.0,105830.0,105865.0
150,Uganda,69.8,75.2,83.6,94.0,106.4,123.3,146.3,176.2,217.5,269.9,340.0,433.4,556.9,722.0,939.7,1228.8,1612.9,2123.4,2800.9,3702.7
151,Ukraine,6875.3,7130.6,7380.8,7637.2,7902.6,8177.8,8382.3,8600.0,8819.8,9042.6,9264.4,9458.0,9623.2,9802.3,9944.1,10095.2,10251.5,10415.0,10576.9,10733.8
152,United Arab Emirates,8503.2,8760.9,9019.6,9344.6,9514.7,9679.4,9848.5,10020.5,10193.5,10409.0,10526.5,10636.5,10749.5,10864.5,10979.5,11122.5,11203.5,11277.5,11353.0,11429.5
153,United Kingdom,137115.0,139520.0,141865.0,144120.0,146255.0,148225.0,150040.0,151185.0,152275.0,153340.0,154375.0,155380.0,156335.0,157245.0,158095.0,158890.0,159400.0,159875.0,160330.0,160780.0
154,Uruguay,550.6,557.2,564.3,572.5,579.7,587.2,595.7,602.2,606.8,612.2,618.8,626.2,634.8,642.9,651.4,660.9,668.4,673.6,679.2,686.1
155,US,854600.0,868975.0,883195.0,897030.0,909975.0,921860.0,932935.0,940170.0,946910.0,953645.0,960395.0,966945.0,973180.0,979070.0,984380.0,989395.0,992715.0,995980.0,999130.0,1002240.0
156,Uzbekistan,1738.2,1756.8,1771.8,1782.1,1791.1,1799.3,1806.4,1812.0,1816.2,1819.9,1823.2,1825.9,1828.2,1829.9,1831.4,1832.7,1833.9,1834.7,1835.5,1836.1
157,Venezuela,307.7,320.4,334.6,349.4,363.2,373.0,384.8,399.3,409.9,423.9,440.5,456.4,468.6,483.1,500.3,512.4,528.8,549.0,567.0,582.8
158,Vietnam,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0
159,Zambia,75.5,77.7,80.0,82.7,85.5,88.8,92.2,95.2,97.2,99.0,100.7,102.5,104.6,107.2,110.1,113.7,117.4,120.9,123.4,125.5
160,Zimbabwe,28.8,29.6,30.5,31.6,32.8,34.1,35.1,36.3,37.4,38.3,38.9,39.8,40.5,41.2,41.8,42.6,43.2,43.9,44.5,45.3
161,Dominica,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.1,16.1,16.2,16.2,16.3
162,Grenada,14.9,15.1,15.3,15.6,16.0,16.4,17.0,17.7,18.5,19.6,21.0,22.7,25.0,27.7,31.3,35.8,41.6,48.9,58.1,70.0
163,Mozambique,43.1,44.2,45.3,46.5,47.7,49.0,50.2,51.5,52.9,54.1,55.4,56.6,57.8,59.1,60.3,61.5,62.8,64.0,65.2,66.5
164,Syria,42.8,43.5,44.2,45.0,45.7,46.3,46.9,47.5,48.0,48.4,48.8,49.1,49.4,49.7,50.0,50.3,50.5,50.8,51.1,51.3
165,Timor-Leste,23.2,23.3,23.4,23.4,23.5,23.5,23.5,23.5,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6
166,Belize,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.1,18.1,18.1,18.1,18.2,18.2,18.3,18.5
167,Laos,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.1,19.1,19.1,19.2,19.2,19.4,19.5,19.7
168,Libya,58.9,60.9,62.4,64.4,66.6,68.3,69.8,71.7,73.5,75.1,76.7,78.6,80.3,82.0,83.7,85.5,87.2,88.9,90.6,92.4
169,West Bank and Gaza,480.7,489.3,498.3,508.0,518.6,528.9,538.4,547.7,556.0,563.2,569.1,574.7,580.4,586.6,593.5,601.1,609.2,617.7,626.3,634.8
170,Guinea-Bissau,50.2,50.3,50.5,50.8,51.1,51.4,51.6,51.8,51.9,51.9,52.0,52.0,52.1,52.1,52.2,52.3,52.4,52.5,52.5,52.5
171,Mali,295.6,303.8,311.2,319.3,326.3,331.3,335.3,338.8,342.2,345.4,348.9,352.1,354.7,356.7,358.4,360.0,361.6,363.2,364.9,366.3
172,Saint Kitts and Nevis,15.1,15.2,15.4,15.5,15.6,15.6,15.7,15.7,15.8,15.9,15.9,16.0,16.0,16.0,16.1,16.1,16.1,16.2,16.2,16.2
173,Kosovo,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0
174,Burma,131.0,134.6,139.1,144.6,150.7,157.3,164.6,172.5,180.6,188.9,197.7,206.0,213.8,221.4,229.2,237.5,246.4,256.2,266.9,278.7
175,MS Zaandam,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
176,Botswana,22.0,22.6,23.6,25.2,26.7,28.2,29.8,31.1,31.8,32.6,33.6,34.8,36.3,38.3,40.2,42.1,44.1,45.7,46.9,48.3
177,Burundi,10.1,11.2,12.5,14.3,17.4,21.0,25.5,31.9,39.5,48.9,60.7,75.9,95.8,121.1,154.2,198.0,254.3,327.1,421.5,543.8
178,Sierra Leone,61.8,65.6,70.9,77.5,86.7,98.8,114.0,131.8,152.1,172.2,192.9,211.8,230.2,248.8,268.6,291.3,318.4,352.2,394.1,445.6
179,Malawi,26.7,28.3,30.1,33.2,35.0,37.6,40.9,43.3,46.8,52.4,55.8,61.2,68.4,73.6,81.4,92.6,100.4,112.6,128.3,140.3
180,South Sudan,4.4,4.6,4.7,4.9,5.1,5.4,5.8,6.2,6.8,7.6,8.6,9.8,11.5,13.7,16.5,20.1,24.9,31.2,39.4,50.1
181,Western Sahara,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.1,6.1,6.1,6.2,6.2,6.3,6.4,6.6
182,Sao Tome and Principe,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
