Week_Ending,Current_Season_Week_Ending_Label,Geography_Name,Geographic_Level,Geography_Name_Order,Geography_Label_Sort_Order,MMWR_Year,MMWR_Week,MMWR_Day,Month_Week,Month_Display_Order,MMWRWeek_Display_Order,Influenza_Season,Race_Ethnicity,Race_Ethnicity_Sort_Order,Point_Estimate,CI_HalfWidth,Lower_CI,Upper_CI,CI_Range,Season_Race,Season_Race_Sort_Order,Current_Through
03/14/2020,03/12/2022,District of Columbia,State,9,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.7272,4.2361,68.4889,76.9611,68.5-77.0,"2019-2020, District of Columbia, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Florida,State,10,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5235,3.9025,48.4509,56.256,48.5-56.3,"2019-2020, Florida, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Georgia,State,11,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5242,3.5785,48.8432,56.0001,48.8-56.0,"2019-2020, Georgia, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Hawaii,State,12,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6158,4.0861,57.4984,65.6706,57.5-65.7,"2019-2020, Hawaii, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Idaho,State,13,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5414,5.8859,48.2541,60.026,48.3-60.0,"2019-2020, Idaho, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Illinois,State,14,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5952,2.985,56.5382,62.5081,56.5-62.5,"2019-2020, Illinois, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,City of Chicago,Local,15,2,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6285,5.0744,57.7786,67.9275,57.8-67.9,"2019-2020, City of Chicago, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Indiana,State,17,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5854,4.0545,54.4896,62.5985,54.5-62.6,"2019-2020, Indiana, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Iowa,State,18,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6344,4.3021,59.1355,67.7398,59.1-67.7,"2019-2020, Iowa, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Kansas,State,19,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6426,4.4482,59.8109,68.7072,59.8-68.7,"2019-2020, Kansas, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Kentucky,State,20,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5945,4.355,55.0996,63.8096,55.1-63.8,"2019-2020, Kentucky, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Louisiana,State,21,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5719,3.4179,53.7718,60.6076,53.8-60.6,"2019-2020, Louisiana, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Maine,State,22,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.655,4.9442,60.5567,70.4452,60.6-70.4,"2019-2020, Maine, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Maryland,State,23,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.7258,3.388,69.1887,75.9647,69.2-76.0,"2019-2020, Maryland, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Massachusetts,State,24,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.7484,4.0588,70.78,78.8975,70.8-78.9,"2019-2020, Massachusetts, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Michigan,State,25,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5328,3.4397,49.8393,56.7186,49.8-56.7,"2019-2020, Michigan, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Minnesota,State,26,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6565,4.2181,61.4276,69.8639,61.4-69.9,"2019-2020, Minnesota, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Mississippi,State,27,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.4934,3.4995,45.8377,52.8367,45.8-52.8,"2019-2020, Mississippi, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Missouri,State,28,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5902,4.0098,55.0115,63.031,55.0-63.0,"2019-2020, Missouri, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Montana,State,29,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5604,4.4246,51.6163,60.4655,51.6-60.5,"2019-2020, Montana, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Nebraska,State,30,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6708,4.7648,62.3147,71.8443,62.3-71.8,"2019-2020, Nebraska, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Nevada,State,31,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.4727,3.3746,43.8965,50.6457,43.9-50.6,"2019-2020, Nevada, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,New Hampshire,State,32,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.714,4.7109,66.6919,76.1137,66.7-76.1,"2019-2020, New Hampshire, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,New Jersey,State,33,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.7096,4.7596,66.2045,75.7237,66.2-75.7,"2019-2020, New Jersey, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,New Mexico,State,34,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6495,3.6477,61.2979,68.5933,61.3-68.6,"2019-2020, New Mexico, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,New York,State,35,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6648,3.0738,63.4044,69.552,63.4-69.6,"2019-2020, New York, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,New York City,Local,36,2,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.7217,4.1318,68.0404,76.3039,68.0-76.3,"2019-2020, New York City, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,North Carolina,State,38,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6227,4.3637,57.9073,66.6347,57.9-66.6,"2019-2020, North Carolina, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,North Dakota,State,39,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6845,5.2519,63.2009,73.7048,63.2-73.7,"2019-2020, North Dakota, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Ohio,State,40,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5686,3.9229,52.9368,60.7825,52.9-60.8,"2019-2020, Ohio, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Oklahoma,State,41,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5849,4.1638,54.3286,62.6563,54.3-62.7,"2019-2020, Oklahoma, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Oregon,State,42,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6003,4.0405,55.9912,64.0722,56.0-64.1,"2019-2020, Oregon, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Pennsylvania,State,43,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6755,2.9722,64.5746,70.519,64.6-70.5,"2019-2020, Pennsylvania, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Philadelphia County,Local,44,2,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6776,4.3743,63.3812,72.1299,63.4-72.1,"2019-2020, Philadelphia County, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Rhode Island,State,46,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.7869,5.5001,73.1926,84.1928,73.2-84.2,"2019-2020, Rhode Island, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,South Carolina,State,47,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5932,4.1072,55.213,63.4275,55.2-63.4,"2019-2020, South Carolina, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,South Dakota,State,48,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6885,4.7122,64.1331,73.5575,64.1-73.6,"2019-2020, South Dakota, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Tennessee,State,49,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6231,4.2699,58.0392,66.5789,58.0-66.6,"2019-2020, Tennessee, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Texas,State,50,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6111,2.2771,58.8321,63.3863,58.8-63.4,"2019-2020, Texas, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Bexar County,Local,51,2,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6538,4.7945,60.5846,70.1736,60.6-70.2,"2019-2020, Bexar County, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,City of Houston,Local,52,2,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6536,4.8214,60.5427,70.1856,60.5-70.2,"2019-2020, City of Houston, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Utah,State,54,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5666,4.6918,51.9723,61.3559,52.0-61.4,"2019-2020, Utah, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Vermont,State,55,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.68,4.7873,63.214,72.7886,63.2-72.8,"2019-2020, Vermont, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Virginia,State,56,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6928,3.576,65.7044,72.8565,65.7-72.9,"2019-2020, Virginia, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Washington,State,57,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6407,3.8768,60.1885,67.9422,60.2-67.9,"2019-2020, Washington, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,West Virginia,State,58,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5674,3.8783,52.8612,60.6178,52.9-60.6,"2019-2020, West Virginia, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Wisconsin,State,59,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6279,4.7284,58.0603,67.5171,58.1-67.5,"2019-2020, Wisconsin, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Wyoming,State,60,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5778,5.392,52.3924,63.1763,52.4-63.2,"2019-2020, Wyoming, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Puerto Rico,State,62,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.3196,3.1916,28.7697,35.1529,28.8-35.2,"2019-2020, Puerto Rico, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Virgin Islands,State,63,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,,,,,,"2019-2020, Virgin Islands, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,Guam,State,64,1,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.5904,4.5769,54.46,63.6138,54.5-63.6,"2019-2020, Guam, Overall",3-1,06/26/2021
03/14/2020,03/12/2022,National,National,0,0,2020,11,7,March Week 2,6,25,2019-2020,Overall,1,0.6161,0.7493,60.8606,62.3592,60.9-62.4,"2019-2020, National, Overall",3-1,06/27/2020
03/14/2020,03/12/2022,National,National,0,0,2020,11,7,March Week 2,6,25,2019-2020,"Black, Non-Hispanic",3,0.5494,2.0638,52.876,57.0036,52.9-57.0,"2019-2020, National, Black, Non-Hispanic",3-3,06/27/2020
03/14/2020,03/12/2022,National,National,0,0,2020,11,7,March Week 2,6,25,2019-2020,Hispanic,4,0.6295,1.7606,61.1905,64.7116,61.2-64.7,"2019-2020, National, Hispanic",3-4,06/27/2020
03/14/2020,03/12/2022,National,National,0,0,2020,11,7,March Week 2,6,25,2019-2020,"Other, Non-Hispanic",5,0.6664,2.1807,64.4636,68.8251,64.5-68.8,"2019-2020, National, Other, Non-Hispanic",3-5,06/27/2020
03/14/2020,03/12/2022,National,National,0,0,2020,11,7,March Week 2,6,25,2019-2020,"White, Non-Hispanic",7,0.6169,0.8966,60.7965,62.5897,60.8-62.6,"2019-2020, National, White, Non-Hispanic",3-7,06/27/2020
03/21/2020,03/19/2022,National,National,0,0,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6161,0.7493,60.8606,62.3592,60.9-62.4,"2019-2020, National, Overall",3-1,06/27/2020
03/21/2020,03/19/2022,Alabama,State,1,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5551,4.1282,51.3865,59.6429,51.4-59.6,"2019-2020, Alabama, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Alaska,State,2,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5482,4.0765,50.7452,58.8981,50.7-58.9,"2019-2020, Alaska, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Arizona,State,3,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5483,3.8732,50.9536,58.7,51.0-58.7,"2019-2020, Arizona, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Arkansas,State,4,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6517,4.0717,61.0938,69.2372,61.1-69.2,"2019-2020, Arkansas, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,California,State,5,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6365,3.6818,59.965,67.3286,60.0-67.3,"2019-2020, California, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Colorado,State,6,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6854,4.2631,64.2737,72.8,64.3-72.8,"2019-2020, Colorado, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Connecticut,State,7,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.7691,4.5813,72.3333,81.4959,72.3-81.5,"2019-2020, Connecticut, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Delaware,State,8,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6555,3.907,61.6447,69.4587,61.6-69.5,"2019-2020, Delaware, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,District of Columbia,State,9,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.7286,4.3174,68.543,77.1778,68.5-77.2,"2019-2020, District of Columbia, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Florida,State,10,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5235,3.9025,48.4509,56.256,48.5-56.3,"2019-2020, Florida, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Georgia,State,11,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5242,3.5785,48.8432,56.0001,48.8-56.0,"2019-2020, Georgia, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Hawaii,State,12,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6158,4.0861,57.4984,65.6706,57.5-65.7,"2019-2020, Hawaii, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Idaho,State,13,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5474,6.0049,48.7321,60.742,48.7-60.7,"2019-2020, Idaho, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Illinois,State,14,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5952,2.985,56.5382,62.5081,56.5-62.5,"2019-2020, Illinois, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,City of Chicago,Local,15,2,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6285,5.0744,57.7786,67.9275,57.8-67.9,"2019-2020, City of Chicago, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Indiana,State,17,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5854,4.0545,54.4896,62.5985,54.5-62.6,"2019-2020, Indiana, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Iowa,State,18,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6344,4.3021,59.1355,67.7398,59.1-67.7,"2019-2020, Iowa, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Kansas,State,19,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6426,4.4482,59.8109,68.7072,59.8-68.7,"2019-2020, Kansas, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Kentucky,State,20,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5945,4.355,55.0996,63.8096,55.1-63.8,"2019-2020, Kentucky, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Louisiana,State,21,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5719,3.4179,53.7718,60.6076,53.8-60.6,"2019-2020, Louisiana, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Maine,State,22,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.655,4.9442,60.5567,70.4452,60.6-70.4,"2019-2020, Maine, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Maryland,State,23,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.7258,3.388,69.1887,75.9647,69.2-76.0,"2019-2020, Maryland, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Massachusetts,State,24,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.7484,4.0588,70.78,78.8975,70.8-78.9,"2019-2020, Massachusetts, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Michigan,State,25,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5328,3.4397,49.8393,56.7186,49.8-56.7,"2019-2020, Michigan, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Minnesota,State,26,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6565,4.2181,61.4276,69.8639,61.4-69.9,"2019-2020, Minnesota, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Mississippi,State,27,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.4934,3.4995,45.8377,52.8367,45.8-52.8,"2019-2020, Mississippi, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Missouri,State,28,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5902,4.0098,55.0115,63.031,55.0-63.0,"2019-2020, Missouri, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Montana,State,29,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5604,4.4246,51.6163,60.4655,51.6-60.5,"2019-2020, Montana, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Nebraska,State,30,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6708,4.7648,62.3147,71.8443,62.3-71.8,"2019-2020, Nebraska, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Nevada,State,31,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.4727,3.3746,43.8965,50.6457,43.9-50.6,"2019-2020, Nevada, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,New Hampshire,State,32,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.714,4.7109,66.6919,76.1137,66.7-76.1,"2019-2020, New Hampshire, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,New Jersey,State,33,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.7096,4.7596,66.2045,75.7237,66.2-75.7,"2019-2020, New Jersey, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,New Mexico,State,34,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6495,3.6477,61.2979,68.5933,61.3-68.6,"2019-2020, New Mexico, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,New York,State,35,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6648,3.0738,63.4044,69.552,63.4-69.6,"2019-2020, New York, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,New York City,Local,36,2,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.7217,4.1318,68.0404,76.3039,68.0-76.3,"2019-2020, New York City, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,North Carolina,State,38,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6227,4.3637,57.9073,66.6347,57.9-66.6,"2019-2020, North Carolina, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,North Dakota,State,39,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6845,5.2519,63.2009,73.7048,63.2-73.7,"2019-2020, North Dakota, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Ohio,State,40,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5686,3.9229,52.9368,60.7825,52.9-60.8,"2019-2020, Ohio, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Oklahoma,State,41,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5849,4.1638,54.3286,62.6563,54.3-62.7,"2019-2020, Oklahoma, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Oregon,State,42,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6003,4.0405,55.9912,64.0722,56.0-64.1,"2019-2020, Oregon, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Pennsylvania,State,43,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6755,2.9722,64.5746,70.519,64.6-70.5,"2019-2020, Pennsylvania, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Philadelphia County,Local,44,2,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6776,4.3743,63.3812,72.1299,63.4-72.1,"2019-2020, Philadelphia County, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Rhode Island,State,46,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.7869,5.5001,73.1926,84.1928,73.2-84.2,"2019-2020, Rhode Island, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,South Carolina,State,47,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6075,4.2343,56.5152,64.9838,56.5-65.0,"2019-2020, South Carolina, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,South Dakota,State,48,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6885,4.7122,64.1331,73.5575,64.1-73.6,"2019-2020, South Dakota, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Tennessee,State,49,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6231,4.2699,58.0392,66.5789,58.0-66.6,"2019-2020, Tennessee, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Texas,State,50,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6111,2.2771,58.8321,63.3863,58.8-63.4,"2019-2020, Texas, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Bexar County,Local,51,2,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6538,4.7945,60.5846,70.1736,60.6-70.2,"2019-2020, Bexar County, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,City of Houston,Local,52,2,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6536,4.8214,60.5427,70.1856,60.5-70.2,"2019-2020, City of Houston, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Utah,State,54,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5666,4.6918,51.9723,61.3559,52.0-61.4,"2019-2020, Utah, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Vermont,State,55,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.68,4.7873,63.214,72.7886,63.2-72.8,"2019-2020, Vermont, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Virginia,State,56,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6936,3.5798,65.7836,72.9431,65.8-72.9,"2019-2020, Virginia, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Washington,State,57,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6407,3.8768,60.1885,67.9422,60.2-67.9,"2019-2020, Washington, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,West Virginia,State,58,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5713,3.93,53.2001,61.0602,53.2-61.1,"2019-2020, West Virginia, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Wisconsin,State,59,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.6279,4.7284,58.0603,67.5171,58.1-67.5,"2019-2020, Wisconsin, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Wyoming,State,60,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5778,5.392,52.3924,63.1763,52.4-63.2,"2019-2020, Wyoming, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Puerto Rico,State,62,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.3196,3.1916,28.7697,35.1529,28.8-35.2,"2019-2020, Puerto Rico, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Virgin Islands,State,63,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,,,,,,"2019-2020, Virgin Islands, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,Guam,State,64,1,2020,12,7,March Week 3,6,26,2019-2020,Overall,1,0.5904,4.5769,54.46,63.6138,54.5-63.6,"2019-2020, Guam, Overall",3-1,06/26/2021
03/21/2020,03/19/2022,National,National,0,0,2020,12,7,March Week 3,6,26,2019-2020,"Black, Non-Hispanic",3,0.5494,2.0638,52.876,57.0036,52.9-57.0,"2019-2020, National, Black, Non-Hispanic",3-3,06/27/2020
03/21/2020,03/19/2022,National,National,0,0,2020,12,7,March Week 3,6,26,2019-2020,Hispanic,4,0.6295,1.7606,61.1905,64.7116,61.2-64.7,"2019-2020, National, Hispanic",3-4,06/27/2020
03/21/2020,03/19/2022,National,National,0,0,2020,12,7,March Week 3,6,26,2019-2020,"Other, Non-Hispanic",5,0.6664,2.1807,64.4636,68.8251,64.5-68.8,"2019-2020, National, Other, Non-Hispanic",3-5,06/27/2020
03/21/2020,03/19/2022,National,National,0,0,2020,12,7,March Week 3,6,26,2019-2020,"White, Non-Hispanic",7,0.6181,0.8925,60.915,62.7,60.9-62.7,"2019-2020, National, White, Non-Hispanic",3-7,06/27/2020
03/28/2020,03/26/2022,Alabama,State,1,1,2020,13,7,March Week 4,6,27,2019-2020,Overall,1,0.5551,4.1282,51.3865,59.6429,51.4-59.6,"2019-2020, Alabama, Overall",3-1,06/26/2021
03/28/2020,03/26/2022,Alaska,State,2,1,2020,13,7,March Week 4,6,27,2019-2020,Overall,1,0.5482,4.0765,50.7452,58.8981,50.7-58.9,"2019-2020, Alaska, Overall",3-1,06/26/2021
03/28/2020,03/26/2022,Arizona,State,3,1,2020,13,7,March Week 4,6,27,2019-2020,Overall,1,0.5483,3.8732,50.9536,58.7,51.0-58.7,"2019-2020, Arizona, Overall",3-1,06/26/2021
03/28/2020,03/26/2022,Arkansas,State,4,1,2020,13,7,March Week 4,6,27,2019-2020,Overall,1,0.6517,4.0717,61.0938,69.2372,61.1-69.2,"2019-2020, Arkansas, Overall",3-1,06/26/2021
03/28/2020,03/26/2022,California,State,5,1,2020,13,7,March Week 4,6,27,2019-2020,Overall,1,0.6365,3.6818,59.965,67.3286,60.0-67.3,"2019-2020, California, Overall",3-1,06/26/2021
